OF_ORDEN,OF_LOTE,OF_CANTIDAD_ENTREGADA,CF_ORDEN_EN_EL_ENCADENADO,CF_LOTE_PARENTAL,CF_ID_BIOREACTOR,CF_FECHA/HORA_INICIO,CF_FECHA/HORA_FIN,CF_VOLUMEN_DE_INOCULO_UTILIZADO,CF_TURBIDEZ_INICIO_CULTIVO,CF_TURBIDEZ_FIN_CULTIVO,CF_VIABILIDAD_FINAL_CULTIVO,CF_ID_CENTRIFUGA,CF_CENTRIFUGACION_1_TURBIDEZ,CF_CENTRIFUGACION_2_TURBIDEZ,CF_PRODUCTO_1,CF_PRODUCTO_2,P_FECHA/HORA_INICIO,P_FECHA/HORA_FIN,P_PH_MAS_BAJO_1,P_PH_MAS_BAJO_2,P_TURBIDEZ_PH_BAJO_1,P_TURBIDEZ_PH_BAJO_2,I_ID_BIOREACTOR_y,I_FECHA/HORA_INICIO,I_FECHA/HORA_FIN,I_VOLUMEN_DE_CULTIVO,I_TURBIDEZ_INICIO_CULTIVO,I_TURBIDEZ_FINAL_CULTIVO,I_VIABILIDAD_FINAL_CULTIVO
200203878,24084,13.83,1,,14614,2024-05-25 8:55:00,2024-05-27 8:35:00,85.2,18.32,74.48,180000000,17825,30.24,17.2,,,2024-05-23 0:30:00,2024-05-24 7:26:00,5.384,5.4,25.84,29.96,13171,2024-05-24 7:26:00,2024-05-25 8:55:00,166.24,14.08,26.32,124800000
200205531,24085,13.77,1,,14615,2024-05-25 8:55:00,2024-05-27 9:19:00,81.6,17.92,74.96,163200000,14246,27.92,16.92,,,2024-05-26 0:30:00,2024-05-27 8:05:00,5.44,5.496,29.68,28.96,13172,2024-05-27 8:05:00,2024-05-28 7:54:00,161.2,16.24,25.52,122400000
200205532,24086,13.67,1,,13169,2024-05-28 7:54:00,2024-05-30 8:10:00,80,16.32,81.6,173600000,17825,30.8,23.8,,,,,,,,,,,,,,,
200205683,24087,13.76,2,24083,14614,2024-05-27 13:58:00,2024-05-29 9:10:00,,20.4,74.4,149600000,12912,27.6,18.84,,,,,,,,,,,,,,,
200205535,24088,13.67,2,24084,14615,2024-05-27 13:21:00,2024-05-29 9:13:00,,16.72,74.16,171200000,14246,25.2,18.64,,,2024-05-30 0:30:00,2024-05-31 7:46:00,5.472,5.48,30.56,29.68,13171,2024-05-31 7:46:00,2024-06-01 7:56:00,166.8,16,25.52,129600000
200205536,24089,13.67,1,,14616,2024-06-01 7:56:00,2024-06-03 8:53:00,83.2,18.32,64.8,158400000,12912,26.88,13.24,,,2024-05-30 0:30:00,2024-05-31 7:46:00,5.472,5.48,30.56,29.68,13171,2024-05-31 7:46:00,2024-06-01 7:56:00,166.8,16,25.52,129600000
200205534,24090,13.73,1,,14617,2024-06-01 7:56:00,2024-06-03 8:43:00,82.4,18,71.44,148000000,14246,27.68,15,,,,,,,,,,,,,,,
200205524,24091,13.71,3,24086,14614,2024-05-29 12:47:00,2024-05-31 9:39:00,,19.76,73.52,144800000,12912,26.08,19.56,,,2024-06-02 0:30:00,2024-06-03 7:03:00,5.392,5.424,33.44,32.16,13172,2024-06-03 7:03:00,2024-06-04 7:03:00,166.8,17.2,25.6,104000000
200205525,24092,13.56,1,,13169,2024-06-04 7:03:00,2024-06-06 7:50:00,82.4,14,85.6,195200000,12912,30.48,27.76,,,2024-06-02 0:30:00,2024-06-03 7:03:00,5.392,5.424,33.44,32.16,13172,2024-06-03 7:03:00,2024-06-04 7:03:00,166.8,17.2,25.6,104000000
200200229,24093,13.71,1,,13170,2024-06-04 7:03:00,2024-06-06 8:06:00,82,16.72,101.6,223200000,17825,38.8,39.04,,,,,,,,,,,,,,,
200200232,24094,13.76,2,24088,14616,2024-06-03 12:23:00,2024-06-05 7:14:00,,15.92,73.76,214400000,12912,23.76,22.12,,,,,,,,,,,,,,,
200205678,24096,13.64,1,,14615,2024-06-11 7:34:00,2024-06-13 7:03:00,82.4,20.8,82.4,246400000,17825,42.32,35.28,,,,,,,,,,,,,,,
200205684,24095,13.65,2,24089,14617,2024-06-03 12:34:00,2024-06-05 7:18:00,,14.24,78,204800000,14246,22.32,19.72,,,2024-06-09 0:30:00,2024-06-10 7:09:00,5.432,5.44,28.72,31.28,13171,2024-06-10 7:09:00,2024-06-11 7:34:00,168.24,12.08,21.44,83200000
200205685,24097,13.73,3,24094,14617,2024-06-05 15:08:00,2024-06-07 9:03:00,,33.44,101.6,230400000,14246,33.92,31.4,,,2024-06-09 0:30:00,2024-06-10 7:09:00,5.432,5.44,28.72,31.28,13171,2024-06-10 7:09:00,2024-06-11 7:34:00,168.24,12.08,21.44,83200000
200205691,24098,13.65,1,,14616,2024-06-15 11:24:00,2024-06-17 10:46:00,82.4,22.24,87.2,240800000,12912,37.12,18.84,,,2024-06-13 0:30:00,2024-06-14 8:00:00,5.608,5.608,22.56,20.96,14618,2024-06-14 8:00:00,2024-06-15 11:04:00,86.536,17.44,29.6,54240000
200205693,24099,13.81,2,24098,13170,2024-06-17 14:33:00,2024-06-19 9:34:00,80,19.52,78.48,165600000,12912,29.6,18.6,,,,,,,,,,,,,,,
200205697,24100,13.48,3,24099,13170,2024-06-19 13:04:00,2024-06-21 7:51:00,80,20.8,84,216800000,12912,32.8,24.64,,,,,,,,,,,,,,,
200205690,24103,13.64,1,,14615,2024-06-29 7:58:00,2024-07-01 7:49:00,82.4,19.04,84.8,172800000,14246,29.44,19.76,,,2024-06-27 0:30:00,2024-06-28 7:16:00,5.416,5.424,30.64,32.08,13171,2024-06-28 7:16:00,2024-06-29 7:06:00,167.52,16.16,28.08,91200000
200205698,24101,13.63,1,,13169,2024-06-29 7:58:00,2024-07-01 7:46:00,81.6,19.28,92,157600000,12912,31.84,23.48,,,2024-06-27 0:30:00,2024-06-28 7:16:00,5.416,5.424,30.64,32.08,13171,2024-06-28 7:16:00,2024-06-29 7:06:00,167.52,16.16,28.08,91200000
200205692,24104,13.61,1,,14616,2024-07-02 8:32:00,2024-07-04 8:43:00,83.6,20.16,82.4,171200000,14246,30.8,20.56,,,2024-06-30 0:30:00,2024-07-01 7:01:00,5.392,5.408,26.64,27.44,13172,2024-07-01 7:01:00,2024-07-02 8:01:00,169.04,14.4,26.32,82400000
200205694,24105,13.82,1,,13170,2024-07-02 8:32:00,2024-07-04 8:39:00,83.6,19.28,84.8,173600000,17825,31.84,19.16,,,2024-06-30 0:30:00,2024-07-01 7:01:00,5.392,5.408,26.64,27.44,13172,2024-07-01 7:01:00,2024-07-02 8:01:00,169.04,14.4,26.32,82400000
200205686,24108,13.63,1,,14617,2024-07-06 8:00:00,2024-07-08 8:29:00,84.4,20.16,81.6,159200000,14246,29.92,15.4,,,2024-07-04 0:30:00,2024-07-05 7:04:00,5.432,5.504,28.8,25.6,13171,2024-07-05 7:04:00,2024-07-06 7:22:00,168.8,17.52,28.08,92800000
200205695,24106,13.69,2,24101,13169,2024-07-01 11:14:00,2024-07-03 8:19:00,80,23.6,84,163200000,12912,32.4,26.4,,,,,,,,,,,,,,,
200205696,24107,13.45,2,24103,14615,2024-07-01 11:35:00,2024-07-03 8:37:00,80,21.76,87.2,151200000,14246,28.32,23.28,,,,,,,,,,,,,,,
200205687,24109,11.35,3,24106,13169,2024-07-03 12:21:00,2024-07-05 8:23:00,80,23.84,94.4,196000000,12912,31.84,28.68,,,,,,,,,,,,,,,
200205688,24110,13.77,3,24107,14615,2024-07-03 12:25:00,2024-07-05 8:26:00,80,26.56,104.8,157600000,14246,34.4,27.8,,,,,,,,,,,,,,,
,24043,,1,,14614,2024-03-12 7:25:00,2024-03-14 8:25:00,80,19.44,69.68,132800000,14246,30.32,16.16,1254.56,4.72,2024-03-10 0:30:00,2024-03-11 7:15:00,5.512,5.552,26.08,28.24,13172,2024-03-11 7:15:00,2024-03-12 7:25:00,165.6,13.84,23.2,109600000
,24076,,1,,14617,2024-05-14 8:50:00,2024-05-16 7:15:00,83.2,17.12,75.52,179200000,12912,29.68,18.72,,,2024-05-16 0:30:00,2024-05-17 7:15:00,5.384,5.408,24.32,27.72,14618,2024-05-17 7:15:00,2024-05-18 8:08:00,168.032,14.08,23.68,129600000
