IPC_I_LOTE,IPC_I_FECHA,IPC_I_TURBIDEZ,IPC_I_VIABILIDAD,IPC_I_FECHA_APROX,IPC_I_TH_07781_TI1501.PV,IPC_I_TH_07781_MI1501.PV
24061,2024-04-20 07:30:00,24.2,109600000,2024-04-20 07:30:00,19.96082878,45.79535484
24061,2024-04-20 08:00:00,26.6,125600000,2024-04-20 08:00:00,19.90205383,45.85503387
24063,2024-04-22 07:30:00,14.2,5269333,2024-04-22 07:30:00,20.22034073,46.94010162
24063,2024-04-23 06:30:00,19.6,57866666,2024-04-23 06:30:00,20.18778896,40.70348212
24063,2024-04-23 08:00:00,20.8,66560000,2024-04-23 08:00:00,19.74652672,40.17429667
24063,2024-04-23 09:00:00,21,77253333,2024-04-23 09:00:00,19.74652672,38.89010206
24063,2024-04-23 09:45:00,20.8,72613333,2024-04-23 09:45:00,19.86317205,39.66230384
24064,2024-04-22 07:30:00,14.2,5269333,2024-04-22 07:30:00,20.22034073,46.94010162
24064,2024-04-23 06:30:00,19.6,57866666,2024-04-23 06:30:00,20.18778896,40.70348212
24064,2024-04-23 08:00:00,20.8,66560000,2024-04-23 08:00:00,19.74652672,40.17429667
24064,2024-04-23 09:00:00,21,77253333,2024-04-23 09:00:00,19.74652672,38.89010206
24064,2024-04-23 09:45:00,20.8,72613333,2024-04-23 09:45:00,19.86317205,39.66230384
24067,2024-04-26 07:45:00,17,598133,2024-04-26 07:45:00,19.9486208,48.03402128
24067,2024-04-27 07:00:00,24.2,122933333,2024-04-27 07:00:00,20.15162086,51.46349946
24067,2024-04-27 08:30:00,25.1,69466666,2024-04-27 08:30:00,20.15162086,51.94227219
24067,2024-04-27 09:00:00,26.4,60053333,2024-04-27 09:00:00,20.15162086,51.94227219
24067,2024-04-27 09:15:00,26.4,84800000,2024-04-27 09:15:00,20.11816454,51.97753716
24067,2024-04-27 10:00:00,26.4,122933333,2024-04-27 10:00:00,20.01779556,52.08333206
24070,2024-04-26 07:45:00,17,598133,2024-04-26 07:45:00,19.9486208,48.03402128
24070,2024-04-27 07:00:00,24.2,48240000,2024-04-27 07:00:00,20.15162086,51.46349946
24070,2024-04-27 08:30:00,25.1,69466666,2024-04-27 08:30:00,20.15162086,51.94227219
24070,2024-04-27 09:00:00,26.4,60053333,2024-04-27 09:00:00,20.15162086,51.94227219
24070,2024-04-27 09:15:00,26.4,84800000,2024-04-27 09:15:00,20.11816454,51.97753716
24070,2024-04-27 10:00:00,26.4,122933333,2024-04-27 10:00:00,20.01779556,52.08333206
24071,2024-04-29 07:50:00,17.8,837333,2024-04-29 07:45:00,20.13037109,50.66315151
24071,2024-04-30 06:45:00,26,52186666,2024-04-30 06:45:00,20.39395189,51.60137939
24071,2024-04-30 08:00:00,26.8,65600000,2024-04-30 08:00:00,20.07687122,52.0760994
24071,2024-04-30 09:00:00,27.4,84213333,2024-04-30 09:00:00,20.22395706,52.48480988
24072,2024-05-13 08:20:00,13,3898666,2024-05-13 08:15:00,20.20994234,49.68899133
24072,2024-05-14 07:00:00,23.8,132800000,2024-05-14 07:00:00,20.3614006,48.57493973
24072,2024-05-14 08:00:00,24.3,144533333,2024-05-14 08:00:00,20.22395706,48.54444851
24073,2024-05-13 08:00:00,13.8,5808000,2024-05-13 08:00:00,20.14800262,49.37789154
24073,2024-05-14 07:00:00,23.8,126400000,2024-05-14 07:00:00,20.3614006,48.57493973
24073,2024-05-14 08:00:00,24.3,143466666,2024-05-14 08:00:00,20.22395706,48.54444851
24075,2024-05-13 08:00:00,13.8,5808000,2024-05-13 08:00:00,20.14800262,49.37789154
24075,2024-05-14 07:00:00,23.8,126400000,2024-05-14 07:00:00,20.3614006,48.57493973
24075,2024-05-14 08:00:00,24.3,142666666,2024-05-14 08:00:00,20.22395706,48.54444851
24074,2024-05-17 07:20:00,14.1,6144000,2024-05-17 07:15:00,20.2890625,51.89615726
24074,2024-05-18 06:45:00,22.5,128533333,2024-05-18 06:45:00,20.08651543,51.88102209
24074,2024-05-18 07:30:00,23.7,129866666,2024-05-18 07:30:00,20.08651543,52.14662743
24076,2024-05-17 07:20:00,14.1,6144000,2024-05-17 07:15:00,20.2890625,51.89615726
24076,2024-05-18 06:45:00,22.5,128533333,2024-05-18 06:45:00,20.08651543,51.88102209
24076,2024-05-18 07:30:00,23.7,129866666,2024-05-18 07:30:00,20.08651543,52.14662743
24077,2024-05-20 07:20:00,16.2,5184000,2024-05-20 07:15:00,20.42107821,47.35499091
24077,2024-05-21 06:30:00,26.5,122666666,2024-05-21 06:30:00,20.35778332,49.43757248
24078,2024-05-20 07:20:00,16.2,5184000,2024-05-20 07:15:00,20.42107821,47.35499091
24078,2024-05-21 06:30:00,26.5,122666666,2024-05-21 06:30:00,20.35778332,49.43757248
24083,2024-05-24 07:40:00,14.1,1672000,2024-05-24 07:45:00,20.05215502,51.43283162
24083,2024-05-25 06:10:00,21.4,74960000,2024-05-25 06:15:00,20.25605822,51.96759129
24083,2024-05-25 07:45:00,24.8,137066666,2024-05-25 07:45:00,20.15704536,50.66774515
24083,2024-05-25 08:45:00,26.3,124533333,2024-05-25 08:45:00,20.25605822,50.86699089
24084,2024-05-24 07:40:00,14.1,1672000,2024-05-24 07:45:00,20.05215502,51.43283162
24084,2024-05-25 06:10:00,21.4,74960000,2024-05-25 06:15:00,20.25605822,51.96759129
24084,2024-05-25 07:45:00,24.8,137066666,2024-05-25 07:45:00,20.15704536,50.66774515
24084,2024-05-25 08:45:00,26.3,124533333,2024-05-25 08:45:00,20.25605822,50.86699089
24085,2024-05-27 08:10:00,16.2,6637333,2024-05-27 08:15:00,20.25786686,50.6822896
24085,2024-05-28 06:30:00,25.7,98666666,2024-05-28 06:30:00,20.27640247,51.2804675
24085,2024-05-28 07:30:00,25.5,122133333,2024-05-28 07:30:00,20.22395706,51.2799138
24081,2024-05-27 08:10:00,16.2,6637333,2024-05-27 08:15:00,20.25786686,50.6822896
24081,2024-05-28 06:30:00,25.7,98666666,2024-05-28 06:30:00,20.27640247,51.2804675
24081,2024-05-28 07:30:00,25.5,122133333,2024-05-28 07:30:00,20.22395706,51.2799138
24088,2024-05-31 07:45:00,16,5090666,2024-05-31 07:45:00,20.29086971,47.99958966
24088,2024-06-01 06:40:00,23.8,128800000,2024-06-01 06:45:00,20.32387447,49.00643547
24088,2024-06-01 07:25:00,25.5,129600000,2024-06-01 07:30:00,20.42650414,49.98569926
24089,2024-05-31 07:45:00,16,5090666,2024-05-31 07:45:00,20.29086971,47.99958966
24089,2024-06-01 06:40:00,23.8,128800000,2024-06-01 06:45:00,20.32387447,49.00643547
24089,2024-06-01 07:25:00,25.5,129600000,2024-06-01 07:30:00,20.42650414,49.98569926
24091,2024-06-03 07:05:00,17.2,5626666,2024-06-03 07:00:00,20.49522591,48.02246697
24091,2024-06-04 06:20:00,25.6,103733333,2024-06-04 06:15:00,20.30533743,51.22082943
24092,2024-06-03 07:05:00,17.2,5626666,2024-06-03 07:00:00,20.49522591,48.02246697
24092,2024-06-04 06:20:00,25.6,103733333,2024-06-04 06:15:00,20.30533743,51.22082943
24095,2024-06-10 07:30:00,12.1,3525333,2024-06-10 07:30:00,20.29267883,49.48151427
24095,2024-06-11 06:15:00,21.4,66373333,2024-06-11 06:15:00,20.18959713,48.53153896
24095,2024-06-11 07:15:00,21.4,83200000,2024-06-11 07:15:00,20.46448183,47.68478896
24097,2024-06-10 07:30:00,12.1,3525333,2024-06-10 07:30:00,20.29267883,49.48151427
24097,2024-06-11 06:15:00,21.4,66373333,2024-06-11 06:15:00,20.18959713,48.53153896
24097,2024-06-11 07:15:00,21.4,83200000,2024-06-11 07:15:00,20.46448183,47.68478896
24098,2024-06-14 08:15:00,17.4,6914666,2024-06-14 08:15:00,20.01462936,49.45655918
24098,2024-06-15 08:00:00,27.6,42666666,2024-06-15 08:00:00,20.11471367,49.2739563
24098,2024-06-15 09:20:00,28.2,48800000,2024-06-15 09:15:00,20.25848532,49.07502842
24098,2024-06-15 10:20:00,28.7,48666666,2024-06-15 10:15:00,20.32042551,49.00449944
24098,2024-06-15 10:45:00,29.6,54213333,2024-06-15 10:45:00,20.25441694,49.27576637
24101,2024-06-28 07:20:00,16.2,5608000,2024-06-28 07:15:00,20.30957508,50.69087505
24101,2024-06-29 06:30:00,28.1,90933333,2024-06-29 06:30:00,20.35523701,48.80014229
24103,2024-06-28 07:20:00,16.2,5608000,2024-06-28 07:15:00,20.30957508,50.69087505
24103,2024-06-29 06:30:00,28.1,90933333,2024-06-29 06:30:00,20.35523701,48.80014229
24105,2024-07-01 07:10:00,14.4,5808000,2024-07-01 07:15:00,20.76213932,48.95928764
24105,2024-07-02 06:30:00,25,73573333,2024-07-02 06:30:00,20.28651619,50.68997192
24105,2024-07-02 07:30:00,26.3,82133333,2024-07-02 07:30:00,20.35523701,50.892519
24104,2024-07-01 07:10:00,14.4,5808000,2024-07-01 07:15:00,20.76213932,48.95928764
24104,2024-07-02 06:30:00,25,73573333,2024-07-02 06:30:00,20.28651619,50.68997192
24104,2024-07-02 07:30:00,26.3,82133333,2024-07-02 07:30:00,20.35523701,50.892519
24108,2024-07-05 07:15:00,17.5,2173333,2024-07-05 07:15:00,20.62831402,50.44944954
24108,2024-07-06 06:15:00,27.6,80400000,2024-07-06 06:15:00,20.2819953,49.48011875
24108,2024-07-06 07:00:00,28.1,92800000,2024-07-06 07:00:00,20.34438705,49.2739563
