IPC_CF_LOTE,IPC_CF_FECHA,IPC_CF_TURBIDEZ,IPC_CF_VIABILIDAD,IPC_CF_GLUCOSA_G/L,IPC_CF_FECHA_APROX,IPC_CF_TH_07781_TI1501.PV,IPC_CF_TH_07781_MI1501.PV
23070,2023-07-24 17:00:00,19.76,23386666.67,1.99,2023-07-24 17:00:00,20.56394577,49.77099604
23070,2023-07-24 21:00:00,21.52,25333333.33,2.02,2023-07-24 21:00:00,20.4283123,47.74305344
23070,2023-07-25 08:40:00,33.44,80533333.33,1.78,2023-07-25 08:45:00,20.9378438,56.57194663
23070,2023-07-25 12:00:00,38.8,80853333.33,1.72,2023-07-25 12:00:00,20.37405968,47.81539595
23070,2023-07-25 16:00:00,48.56,103200000,1.5,2023-07-25 16:00:00,20.09375,50.89269408
23070,2023-07-25 20:00:00,52.56,120000000,1.24,2023-07-25 20:00:00,20.15885353,48.96194839
23070,2023-07-26 07:00:00,61.92,165866666.7,0.74,2023-07-26 07:00:00,20.39033508,48.41699579
23070,2023-07-26 08:10:00,62.72,91200000,0.67,2023-07-26 08:15:00,20.3966651,47.89930127
23070,2023-07-26 10:00:00,63.68,110133333.3,0.52,2023-07-26 10:00:00,20.09194183,49.76851654
23071,2023-07-25 07:45:00,18,5533333.33,2.04,2023-07-25 07:45:00,20.3980217,54.98122511
23071,2023-07-25 11:20:00,18.32,8128000,1.91,2023-07-25 11:15:00,20.41339302,49.49263738
23071,2023-07-25 15:30:00,19.36,13840000,2.03,2023-07-25 15:30:00,20.09284592,50.12986831
23071,2023-07-25 19:30:00,21.28,15973333.33,1.87,2023-07-25 19:30:00,20.1914053,47.1372242
23071,2023-07-26 07:20:00,34,77920000,1.83,2023-07-26 07:15:00,20.41746187,48.06030175
23071,2023-07-26 11:15:00,42.32,79226666.67,1.64,2023-07-26 11:15:00,20.09194183,49.24295296
23071,2023-07-26 15:20:00,51.12,80746666.67,1.46,2023-07-26 15:15:00,20.18549651,50.53082902
23071,2023-07-26 19:20:00,60.88,109866666.7,1.21,2023-07-26 19:15:00,20.75202465,57.02039814
23071,2023-07-27 06:20:00,74.88,141066666.7,0.51,2023-07-27 06:15:00,20.00513601,51.05251789
23071,2023-07-27 07:20:00,77.2,173866666.7,0.45,2023-07-27 07:15:00,20.01463079,49.68847666
23071,2023-07-27 09:45:00,77.36,111200000,0.26,2023-07-27 09:45:00,20.10731363,49.65213198
23072,2023-07-25 07:45:00,16.64,5365333.33,2.04,2023-07-25 07:45:00,20.3980217,54.98122511
23072,2023-07-25 11:20:00,17.04,8904000,1.88,2023-07-25 11:15:00,20.41339302,49.49263738
23072,2023-07-25 15:30:00,18.32,13013333.33,1.9,2023-07-25 15:30:00,20.09284592,50.12986831
23072,2023-07-25 19:30:00,20.32,17386666.67,1.87,2023-07-25 19:30:00,20.1914053,47.1372242
23072,2023-07-26 07:20:00,31.36,78933333.33,1.75,2023-07-26 07:15:00,20.41746187,48.06030175
23072,2023-07-26 11:15:00,38.4,73866666.67,1.65,2023-07-26 11:15:00,20.09194183,49.24295296
23072,2023-07-26 15:20:00,47.28,69733333.33,1.57,2023-07-26 15:15:00,20.18549651,50.53082902
23072,2023-07-26 19:20:00,54.8,110400000,1.4,2023-07-26 19:15:00,20.75202465,57.02039814
23072,2023-07-27 06:20:00,69.28,128800000,0.63,2023-07-27 06:15:00,20.00513601,51.05251789
23072,2023-07-27 07:20:00,69.04,138400000,0.54,2023-07-27 07:15:00,20.01463079,49.68847666
23072,2023-07-27 09:45:00,69.68,80293333.33,0.38,2023-07-27 09:45:00,20.10731363,49.65213198
23073,2023-07-31 10:00:00,17.76,6864000,1.97,2023-07-31 10:00:00,20.3614006,47.59837723
23073,2023-07-31 14:00:00,18.32,11093333.33,1.9,2023-07-31 14:00:00,20.22395706,51.38888931
23073,2023-07-31 18:00:00,19.28,27626666.67,2.02,2023-07-31 18:00:00,20.42650414,50.9236529
23073,2023-08-01 08:15:00,32.32,65946666.67,1.7,2023-08-01 08:15:00,20.21627188,51.679553
23073,2023-08-01 12:30:00,42.72,92800000,1.52,2023-08-01 12:30:00,20.19713548,51.30422519
23073,2023-08-01 16:30:00,50.88,182133333.3,1.48,2023-08-01 16:30:00,20.43012142,47.84546197
23073,2023-08-01 20:30:00,55.92,103733333.3,1.23,2023-08-01 20:30:00,20.11975439,50.71072006
23073,2023-08-02 07:00:00,71.6,83520000,0.51,2023-08-02 07:00:00,20.15885353,47.5363544
23073,2023-08-02 08:45:00,70.24,148266666.7,0.46,2023-08-02 08:45:00,20.09794312,49.58748082
23073,2023-08-02 09:45:00,71.52,160000000,0.4,2023-08-02 09:45:00,20.21129847,51.5551881
23073,2023-08-02 11:45:00,73.84,77173333.33,0.26,2023-08-02 11:45:00,20.37903309,52.2860883
23075,2023-07-31 10:00:00,17.84,6989333.33,1.74,2023-07-31 10:00:00,20.3614006,47.59837723
23075,2023-07-31 14:00:00,18.56,10160000,1.78,2023-07-31 14:00:00,20.22395706,51.38888931
23075,2023-07-31 18:00:00,19.6,22053333.33,1.89,2023-07-31 18:00:00,20.42650414,50.9236529
23075,2023-08-01 08:15:00,35.44,85600000,1.78,2023-08-01 08:15:00,20.21627188,51.679553
23075,2023-08-01 12:30:00,39.2,79040000,1.54,2023-08-01 12:30:00,20.19713548,51.30422519
23075,2023-08-01 16:30:00,46.24,155200000,1.43,2023-08-01 16:30:00,20.43012142,47.84546197
23075,2023-08-01 20:30:00,53.28,75680000,1.12,2023-08-01 20:30:00,20.11975439,50.71072006
23075,2023-08-02 07:00:00,68.64,112800000,0.57,2023-08-02 07:00:00,20.15885353,47.5363544
23075,2023-08-02 08:45:00,70.48,125866666.7,0.5,2023-08-02 08:45:00,20.09794312,49.58748082
23075,2023-08-02 09:45:00,70.64,148533333.3,0.46,2023-08-02 09:45:00,20.21129847,51.5551881
23075,2023-08-02 11:45:00,75.36,104533333.3,0.3,2023-08-02 11:45:00,20.37903309,52.2860883
23076,2023-08-01 08:00:00,17.92,5776000,1.83,2023-08-01 08:00:00,20.14619446,52.49620433
23076,2023-08-01 12:20:00,18.4,7989333.33,1.78,2023-08-01 12:15:00,20.24882822,51.37207363
23076,2023-08-01 16:20:00,20.08,19386666.67,2,2023-08-01 16:15:00,20.39576101,48.43920011
23076,2023-08-01 20:20:00,21.44,17493333.33,1.92,2023-08-01 20:15:00,20.10403899,50.37163544
23076,2023-08-02 07:20:00,31.28,56880000,1.78,2023-08-02 07:15:00,20.249852,47.09955554
23076,2023-08-02 11:20:00,41.04,73226666.67,1.78,2023-08-02 11:15:00,20.41429806,51.95801586
23076,2023-08-02 15:20:00,51.12,74720000,1.62,2023-08-02 15:15:00,20.49884224,50.60196592
23076,2023-08-02 19:20:00,58.16,98133333.33,1.33,2023-08-02 19:15:00,20.25042662,48.14452934
23076,2023-08-03 06:05:00,73.76,129333333.3,0.74,2023-08-03 06:00:00,20.22395706,52.32928085
23076,2023-08-03 07:05:00,77.2,176266666.7,0.66,2023-08-03 07:00:00,20.0214119,49.58646968
23076,2023-08-03 09:20:00,77.36,140266666.7,0.58,2023-08-03 09:15:00,20.38853591,51.39567039
23077,2023-09-04 12:15:00,26.24,4506666.67,2.104,2023-09-04 12:15:00,20.42831278,47.97453499
23077,2023-09-04 16:15:00,18.96,10000000,1.784,2023-09-04 16:15:00,20.44232893,46.74326097
23077,2023-09-04 20:00:00,20.24,20400000,2.032,2023-09-04 20:00:00,20.15885353,44.63252258
23077,2023-09-05 06:45:00,28.48,57280000,2.072,2023-09-05 06:45:00,20.51330948,50.29944816
23077,2023-09-05 11:00:00,35.12,66106666.67,1.824,2023-09-05 11:00:00,20.2890625,51.38888931
23077,2023-09-05 14:45:00,42.8,84400000,1.968,2023-09-05 14:45:00,20.51330948,49.2106823
23077,2023-09-05 18:45:00,49.36,138133333.3,1.896,2023-09-05 18:45:00,20.34150696,48.87964195
23077,2023-09-06 06:20:00,66.72,120000000,1.16,2023-09-06 06:15:00,20.2415905,51.18905544
23077,2023-09-06 07:40:00,67.36,128800000,0.856,2023-09-06 07:45:00,20.5467658,49.76761341
23077,2023-09-06 10:00:00,67.76,137600000,0.848,2023-09-06 10:00:00,20.14257813,47.25692716
23077,2023-09-06 11:00:00,67.92,155200000,0.76,2023-09-06 11:00:00,20.20587349,49.75043488
23077,2023-09-06 11:45:00,70.96,157866666.7,0.752,2023-09-06 11:45:00,20.28152814,48.20671731
23077,2023-09-06 13:00:00,70.56,165333333.3,0.76,2023-09-06 13:00:00,20.67271433,51.95360525
23078,2023-09-04 08:10:00,18,6677333.33,1.944,2023-09-04 08:15:00,20.2890625,50.6166811
23078,2023-09-04 12:00:00,18.64,10906666.67,2.216,2023-09-04 12:00:00,20.42650414,48.27835464
23078,2023-09-04 16:00:00,20.32,11066666.67,1.568,2023-09-04 16:00:00,20.49341774,46.905512
23078,2023-09-04 20:00:00,21.2,22826666.67,2.048,2023-09-04 20:00:00,20.15885353,44.63252258
23078,2023-09-05 06:45:00,29.84,71760000,1.232,2023-09-05 06:45:00,20.51330948,50.29944816
23078,2023-09-05 11:00:00,36.32,70560000,1.728,2023-09-05 11:00:00,20.2890625,51.38888931
23078,2023-09-05 14:45:00,43.92,78000000,1.736,2023-09-05 14:45:00,20.51330948,49.2106823
23078,2023-09-05 18:45:00,4.96,116533333.3,1.504,2023-09-05 18:45:00,20.34150696,48.87964195
23078,2023-09-06 06:20:00,69.04,88506666.67,0.808,2023-09-06 06:15:00,20.2415905,51.18905544
23078,2023-09-06 07:40:00,70.56,105866666.7,0.68,2023-09-06 07:45:00,20.5467658,49.76761341
23078,2023-09-06 09:00:00,73.2,147200000,0.656,2023-09-06 09:00:00,20.294487,54.69684961
23078,2023-09-06 11:00:00,76.4,166133333.3,0.568,2023-09-06 11:00:00,20.20587349,49.75043488
23079,2023-09-05 08:30:00,18.64,5282666.67,1.88,2023-09-05 08:30:00,20.17590887,48.75397682
23079,2023-09-05 12:30:00,19.92,6930666.67,1.88,2023-09-05 12:30:00,20.43012142,49.95751944
23079,2023-09-05 16:30:00,20.72,14933333.33,2.144,2023-09-05 16:30:00,20.1380558,50.41447966
23079,2023-09-05 20:30:00,22.32,23920000,2.024,2023-09-05 20:30:00,20.2556057,51.25144577
23079,2023-09-06 06:45:00,31.6,53626666.67,1.64,2023-09-06 06:45:00,20.41068077,50.7893877
23079,2023-09-06 10:45:00,36.88,62453333.33,1.624,2023-09-06 10:45:00,20.19004965,49.12705795
23079,2023-09-06 14:45:00,46.32,74106666.67,1.456,2023-09-06 14:45:00,20.47849703,50.16415119
23079,2023-09-06 18:45:00,54.24,131200000,1.24,2023-09-06 18:45:00,20.5512867,51.28028016
23079,2023-09-07 06:30:00,74.24,131200000,0.632,2023-09-07 06:30:00,20.18695764,51.90097703
23079,2023-09-07 07:40:00,79.92,116266666.7,0.576,2023-09-07 07:45:00,20.22173323,49.31203217
23079,2023-09-07 09:00:00,84.8,145600000,0.56,2023-09-07 09:00:00,20.42650414,51.0387713
23079,2023-09-07 10:35:00,81.6,132800000,,2023-09-07 10:30:00,20.22667027,51.53356361
23080,2023-09-05 08:30:00,18.8,5333333.33,1.944,2023-09-05 08:30:00,20.17590887,48.75397682
23080,2023-09-05 12:30:00,19.2,8170666.67,1.52,2023-09-05 12:30:00,20.43012142,49.95751944
23080,2023-09-05 16:30:00,20.08,14400000,2.016,2023-09-05 16:30:00,20.1380558,50.41447966
23080,2023-09-05 20:30:00,21.68,22266666.67,2.136,2023-09-05 20:30:00,20.2556057,51.25144577
23080,2023-09-06 06:45:00,31.04,52480000,1.616,2023-09-06 06:45:00,20.41068077,50.7893877
23080,2023-09-06 10:45:00,37.76,67173333.33,1.776,2023-09-06 10:45:00,20.19004965,49.12705795
23080,2023-09-06 14:45:00,48.16,83200000,1.424,2023-09-06 14:45:00,20.47849703,50.16415119
23080,2023-09-06 18:45:00,58,59253333.33,1.192,2023-09-06 18:45:00,20.5512867,51.28028016
23080,2023-09-07 06:30:00,77.04,130133333.3,0.56,2023-09-07 06:30:00,20.18695764,51.90097703
23080,2023-09-07 07:40:00,83.2,129866666.7,0.568,2023-09-07 07:45:00,20.22173323,49.31203217
23080,2023-09-07 10:00:00,82.4,126133333.3,0.56,2023-09-07 10:00:00,20.294487,51.54441452
23081,2023-09-13 07:55:00,18.24,5408000,1.592,2023-09-13 07:45:00,20.39982891,48.92581208
23081,2023-09-13 11:55:00,18.32,8856000,1.376,2023-09-13 11:45:00,20.47759295,51.61424528
23081,2023-09-13 15:55:00,19.28,10480000,1.576,2023-09-13 15:45:00,20.46267271,48.75669193
23081,2023-09-13 19:55:00,20.16,24560000,1.512,2023-09-13 19:45:00,20.42605257,51.55909825
23081,2023-09-14 06:45:00,25.36,54426666.67,1.304,2023-09-14 06:45:00,20.42876482,50.29421706
23081,2023-09-14 10:45:00,32.08,70773333.33,1.152,2023-09-14 10:45:00,20.06752682,51.76040967
23081,2023-09-14 14:45:00,33.28,69386666.67,1.104,2023-09-14 14:45:00,20.23028708,52.1124781
23081,2023-09-14 18:45:00,36.16,76106666.67,0.984,2023-09-14 18:45:00,20.23480797,51.95854855
23081,2023-09-15 06:40:00,45.6,116266666.7,0.84,2023-09-15 06:45:00,20.49743417,51.03316327
23081,2023-09-15 07:40:00,49.36,104000000,0.816,2023-09-15 07:45:00,20.37765917,48.81637001
23081,2023-09-15 08:40:00,48.96,112000000,0.808,2023-09-15 08:45:00,20.30533791,47.8045435
23081,2023-09-15 09:50:00,50.72,109066666.7,0.768,2023-09-15 09:45:00,20.39349985,48.85706603
23081,2023-09-15 11:30:00,50.8,99200000,,2023-09-15 11:30:00,20.3975687,48.14164092
23082,2023-09-13 07:55:00,16.32,3589333.33,2.208,2023-09-13 07:45:00,20.39982891,48.92581208
23082,2023-09-13 11:55:00,17.04,6853333.33,1.968,2023-09-13 11:45:00,20.47759295,51.61424528
23082,2023-09-13 15:55:00,18.48,8666666.67,1.968,2023-09-13 15:45:00,20.46267271,48.75669193
23082,2023-09-13 19:55:00,19.92,17173333.33,2.144,2023-09-13 19:45:00,20.42605257,51.55909825
23082,2023-09-14 06:45:00,28.56,55840000,1.792,2023-09-14 06:45:00,20.42876482,50.29421706
23082,2023-09-14 10:45:00,39.68,62933333.33,1.504,2023-09-14 10:45:00,20.06752682,51.76040967
23082,2023-09-14 14:45:00,45.68,48986666.67,1.456,2023-09-14 14:45:00,20.23028708,52.1124781
23082,2023-09-14 18:45:00,53.36,53360000,1.176,2023-09-14 18:45:00,20.23480797,51.95854855
23082,2023-09-15 06:40:00,52.48,128266666.7,0.888,2023-09-15 06:45:00,20.49743417,51.03316327
23082,2023-09-15 07:40:00,56.8,124266666.7,0.96,2023-09-15 07:45:00,20.37765917,48.81637001
23082,2023-09-15 08:40:00,59.76,117866666.7,0.84,2023-09-15 08:45:00,20.30533791,47.8045435
23082,2023-09-15 10:10:00,59.44,128533333.3,0.808,2023-09-15 10:15:00,20.39395189,48.90473022
23082,2023-09-15 11:10:00,60.32,113600000,0.76,2023-09-15 11:15:00,20.34693193,47.96714752
23082,2023-09-15 12:00:00,65.04,150133333.3,0.68,2023-09-15 12:00:00,20.49884224,48.49062772
23082,2023-09-15 13:00:00,67.68,155466666.7,0.568,2023-09-15 13:00:00,20.49884224,48.15176392
23082,2023-09-15 15:00:00,74.24,95466666.67,0.448,2023-09-15 15:00:00,20.09013367,49.229599
23083,2023-09-12 08:40:00,16.96,7296000,1.88,2023-09-12 08:45:00,20.1715126,49.53432465
23083,2023-09-12 12:40:00,17.36,13333333.33,2.312,2023-09-12 12:45:00,20.31554726,51.11400509
23083,2023-09-12 16:40:00,18.4,15013333.33,2.136,2023-09-12 16:45:00,20.23978186,51.02124876
23083,2023-09-12 20:40:00,20.08,26800000,2.568,2023-09-12 20:45:00,20.21265459,49.26544724
23083,2023-09-13 06:30:00,28.96,80960000,2.152,2023-09-13 06:30:00,20.53048992,50.10133807
23083,2023-09-13 10:30:00,35.76,82346666.67,2.248,2023-09-13 10:30:00,20.49612999,50.70390472
23083,2023-09-13 14:30:00,42.08,92000000,1.84,2023-09-13 14:30:00,20.21220303,50.35936448
23083,2023-09-13 18:30:00,48.24,163733333.3,1.784,2023-09-13 18:30:00,20.33281332,47.66582561
23083,2023-09-14 06:30:00,52.56,108000000,1.408,2023-09-14 06:30:00,20.36049557,50.61449874
23083,2023-09-14 07:40:00,54.16,70400000,1.272,2023-09-14 07:45:00,20.39530897,48.80533249
23083,2023-09-14 10:30:00,53.84,103466666.7,1.136,2023-09-14 10:30:00,20.07385635,51.51949261
23084,2023-09-12 08:40:00,17.44,5872000,1.768,2023-09-12 08:45:00,20.1715126,49.53432465
23084,2023-09-12 12:40:00,18.08,10160000,2.216,2023-09-12 12:45:00,20.31554726,51.11400509
23084,2023-09-12 16:40:00,18.24,12933333.33,1.92,2023-09-12 16:45:00,20.23978186,51.02124876
23084,2023-09-12 20:40:00,21.28,26000000,2.224,2023-09-12 20:45:00,20.21265459,49.26544724
23084,2023-09-13 06:30:00,33.12,61120000,1.824,2023-09-13 06:30:00,20.53048992,50.10133807
23084,2023-09-13 10:30:00,41.84,66853333.33,1.728,2023-09-13 10:30:00,20.49612999,50.70390472
23084,2023-09-13 14:30:00,49.76,76053333.33,1.512,2023-09-13 14:30:00,20.21220303,50.35936448
23084,2023-09-13 18:30:00,57.84,79093333.33,1.264,2023-09-13 18:30:00,20.33281332,47.66582561
23084,2023-09-14 06:30:00,73.92,141866666.7,0.52,2023-09-14 06:30:00,20.36049557,50.61449874
23084,2023-09-14 07:40:00,80.8,97600000,0.416,2023-09-14 07:45:00,20.39530897,48.80533249
23084,2023-09-14 09:00:00,80,187466666.7,0.336,2023-09-14 09:00:00,20.49884224,50.57870102
23084,2023-09-14 10:00:00,83.2,139733333.3,0,2023-09-14 10:00:00,20.08651543,51.03765851
23084,2023-09-14 14:00:00,79.44,114933333.3,0,2023-09-14 14:00:00,20.0322628,51.92419052
23085,2023-09-25 09:00:00,16.32,5656000,2.096,2023-09-25 09:00:00,19.95630836,51.79759598
23085,2023-09-25 13:00:00,16.88,6218666.67,1.936,2023-09-25 13:00:00,20.09194183,48.17885397
23085,2023-09-25 17:00:00,17.68,11200000,1.944,2023-09-25 17:00:00,20.33065605,50.57870102
23085,2023-09-25 21:00:00,19.68,26800000,1.768,2023-09-25 21:00:00,20.0214119,51.07957799
23085,2023-09-26 08:30:00,32.32,56426666.67,1.576,2023-09-26 08:30:00,20.2890625,48.43026543
23085,2023-09-26 12:30:00,37.12,84533333.33,1.688,2023-09-26 12:30:00,20.34869144,49.66393987
23085,2023-09-26 16:30:00,44.32,84240000,1.424,2023-09-26 16:30:00,20.15523624,48.61884448
23085,2023-09-26 20:30:00,51.04,92266666.67,1.2,2023-09-26 20:30:00,20.12629676,49.89306752
23085,2023-09-27 07:10:00,64.72,128533333.3,0.824,2023-09-27 07:15:00,20.27056373,47.51528977
23085,2023-09-27 08:10:00,63.28,137066666.7,0.624,2023-09-27 08:15:00,20.43881505,47.56220913
23085,2023-09-27 09:10:00,64.8,158666666.7,0.664,2023-09-27 09:15:00,20.46343687,48.88648095
23085,2023-09-27 11:15:00,65.92,133866666.7,0.552,2023-09-27 11:15:00,20.22621822,49.76872364
23085,2023-09-27 13:00:00,63.76,131733333.3,0.52,2023-09-27 13:00:00,20.42650414,48.01432037
23086,2023-09-25 09:00:00,16.16,5314666.67,2.048,2023-09-25 09:00:00,19.95630836,51.79759598
23086,2023-09-25 13:00:00,17.12,15493333.33,1.712,2023-09-25 13:00:00,20.09194183,48.17885397
23086,2023-09-25 17:00:00,17.92,14960000,1.76,2023-09-25 17:00:00,20.33065605,50.57870102
23086,2023-09-25 21:00:00,18.56,26666666.67,1.808,2023-09-25 21:00:00,20.0214119,51.07957799
23086,2023-09-26 08:30:00,31.52,48560000,1.72,2023-09-26 08:30:00,20.2890625,48.43026543
23086,2023-09-26 12:30:00,36.08,78506666.67,1.832,2023-09-26 12:30:00,20.34869144,49.66393987
23086,2023-09-26 16:30:00,43.6,59866666.67,1.424,2023-09-26 16:30:00,20.15523624,48.61884448
23086,2023-09-26 20:30:00,50.64,94133333.33,1.312,2023-09-26 20:30:00,20.12629676,49.89306752
23086,2023-09-27 07:10:00,59.92,123200000,0.88,2023-09-27 07:15:00,20.27056373,47.51528977
23086,2023-09-27 08:10:00,63.6,141600000,0.784,2023-09-27 08:15:00,20.43881505,47.56220913
23086,2023-09-27 09:10:00,62.72,161600000,0.792,2023-09-27 09:15:00,20.46343687,48.88648095
23086,2023-09-27 10:05:00,64.24,124000000,0.704,2023-09-27 10:00:00,20.42650414,47.45564516
23086,2023-09-27 11:45:00,67.2,122666666.7,0.56,2023-09-27 11:45:00,20.36094761,51.3895068
23087,2023-09-26 09:45:00,18.32,6346666.67,2.248,2023-09-26 09:45:00,20.35778332,49.6591053
23087,2023-09-26 13:45:00,19.36,11413333.33,2.312,2023-09-26 13:45:00,20.44185137,50.35902859
23087,2023-09-26 17:45:00,21.2,19040000,2.064,2023-09-26 17:45:00,20.32703972,50.55254994
23087,2023-09-27 07:30:00,29.2,51413333.33,1.816,2023-09-27 07:30:00,20.32254387,47.33079432
23087,2023-09-27 11:30:00,36.32,72186666.67,1.688,2023-09-27 11:30:00,20.29358292,50.57911522
23087,2023-09-27 15:30:00,48.72,54453333.33,1.448,2023-09-27 15:30:00,20.15885353,47.50136409
23087,2023-09-27 19:30:00,50.88,75493333.33,1.248,2023-09-27 19:30:00,20.27369022,48.9064169
23087,2023-09-28 08:00:00,65.6,123200000,0.688,2023-09-28 08:00:00,20.0214119,48.95833206
23087,2023-09-28 09:00:00,69.36,140000000,0.544,2023-09-28 09:00:00,20.42650414,51.20269522
23087,2023-09-28 10:00:00,70.56,131466666.7,0.432,2023-09-28 10:00:00,20.29267883,48.27835464
23087,2023-09-28 12:00:00,73.28,154400000,0.352,2023-09-28 12:00:00,20.20201199,52.87226337
23088,2023-09-26 09:45:00,18.96,5312000,2.088,2023-09-26 09:45:00,20.35778332,49.6591053
23088,2023-09-26 13:45:00,19.12,9973333.33,1.944,2023-09-26 13:45:00,20.44185137,50.35902859
23088,2023-09-26 17:45:00,20.32,11440000,1.864,2023-09-26 17:45:00,20.32703972,50.55254994
23088,2023-09-27 07:30:00,36,118666666.7,1.872,2023-09-27 07:30:00,20.32254387,47.33079432
23088,2023-09-27 11:30:00,42.88,114933333.3,1.592,2023-09-27 11:30:00,20.29358292,50.57911522
23088,2023-09-27 15:30:00,45.28,69600000,0.448,2023-09-27 15:30:00,20.15885353,47.50136409
23088,2023-09-27 19:00:00,53.76,96266666.67,0.536,2023-09-27 19:00:00,20.12087631,51.69738198
23088,2023-09-28 08:00:00,72.4,126666666.7,0.688,2023-09-28 08:00:00,20.0214119,48.95833206
23088,2023-09-28 09:00:00,74.8,123733333.3,0.52,2023-09-28 09:00:00,20.42650414,51.20269522
23088,2023-09-28 10:00:00,76.64,148800000,0.456,2023-09-28 10:00:00,20.29267883,48.27835464
23088,2023-09-28 11:00:00,77.84,158400000,0.408,2023-09-28 11:00:00,20.42650414,49.76490021
23088,2023-09-28 13:10:00,76.96,86400000,0.312,2023-09-28 13:15:00,20.15523672,48.8778658
23089,2023-10-02 08:45:00,18.32,3794666.67,2.064,2023-10-02 08:45:00,20.43012094,50.54253483
23089,2023-10-02 12:45:00,18.8,7325333.33,1.872,2023-10-02 12:45:00,20.26193476,49.24100312
23089,2023-10-02 16:45:00,20.64,7034666.67,1.888,2023-10-02 16:45:00,20.3017211,51.6619248
23089,2023-10-02 20:45:00,22,23200000,,2023-10-02 20:45:00,20.17605337,49.05189281
23089,2023-10-03 07:15:00,29.92,58213333.33,1.808,2023-10-03 07:15:00,20.46041346,49.78095339
23089,2023-10-03 11:15:00,35.6,97333333.33,1.8,2023-10-03 11:15:00,20.2795682,47.38155653
23089,2023-10-03 15:15:00,43.12,92000000,1.456,2023-10-03 15:15:00,20.41022825,49.07728001
23089,2023-10-03 19:15:00,48.8,112800000,1.312,2023-10-03 19:15:00,20.26193476,50.50636387
23089,2023-10-04 06:30:00,58.56,214400000,0.808,2023-10-04 06:30:00,20.31799698,50.64923286
23089,2023-10-04 08:00:00,63.04,147200000,0.672,2023-10-04 08:00:00,20.47714043,48.27835464
23089,2023-10-04 11:45:00,64.08,62613333.33,0.552,2023-10-04 11:45:00,20.12223196,48.41170645
23090,2023-10-02 08:45:00,17.68,3552000,1.832,2023-10-02 08:45:00,20.43012094,50.54253483
23090,2023-10-02 12:45:00,17.76,7120000,1.992,2023-10-02 12:45:00,20.26193476,49.24100312
23090,2023-10-02 16:45:00,18.88,14533333.33,2.04,2023-10-02 16:45:00,20.3017211,51.6619248
23090,2023-10-02 20:45:00,20.08,16080000,2.008,2023-10-02 20:45:00,20.17605337,49.05189281
23090,2023-10-03 07:15:00,26.24,41280000,1.848,2023-10-03 07:15:00,20.46041346,49.78095339
23090,2023-10-03 11:15:00,30.24,70720000,1.888,2023-10-03 11:15:00,20.2795682,47.38155653
23090,2023-10-03 15:15:00,36.72,93066666.67,1.76,2023-10-03 15:15:00,20.41022825,49.07728001
23090,2023-10-03 19:15:00,44.08,112000000,1.616,2023-10-03 19:15:00,20.26193476,50.50636387
23090,2023-10-04 06:30:00,60,152800000,1.08,2023-10-04 06:30:00,20.31799698,50.64923286
23090,2023-10-04 08:00:00,61.04,144800000,0.976,2023-10-04 08:00:00,20.47714043,48.27835464
23090,2023-10-04 09:45:00,60.08,141066666.7,1.008,2023-10-04 09:45:00,20.21988821,47.88531319
23090,2023-10-04 11:45:00,63.44,122133333.3,0.744,2023-10-04 11:45:00,20.12223196,48.41170645
23091,2023-10-03 08:45:00,14.56,4888000,1.464,2023-10-03 08:45:00,20.2094903,49.07565973
23091,2023-10-03 12:45:00,15.76,8773333.33,1.208,2023-10-03 12:45:00,20.1927619,48.27945139
23091,2023-10-03 16:45:00,16.64,13626666.67,1.416,2023-10-03 16:45:00,20.25831795,47.00159168
23091,2023-10-03 20:45:00,18,20720000,1.288,2023-10-03 20:45:00,20.0557723,49.4972496
23091,2023-10-04 07:15:00,26.48,65066666.67,1.2,2023-10-04 07:15:00,20.2872529,48.68797016
23091,2023-10-04 11:30:00,36,99733333.33,1.008,2023-10-04 11:30:00,20.15614033,50.12506835
23091,2023-10-04 15:15:00,44.72,95733333.33,0.92,2023-10-04 15:15:00,20.32901437,50.1549277
23091,2023-10-04 19:40:00,51.92,132800000,0.672,2023-10-04 19:45:00,20.1715126,48.12290752
23091,2023-10-05 06:30:00,68,85653333.33,0,2023-10-05 06:30:00,20.29267883,49.53943889
23091,2023-10-05 07:30:00,65.68,139733333.3,0,2023-10-05 07:30:00,20.29267883,47.85215442
23091,2023-10-05 08:30:00,65.12,126400000,0,2023-10-05 08:30:00,20.19140625,48.28920555
23092,2023-10-03 08:45:00,18.56,4402666.67,2.368,2023-10-03 08:45:00,20.2094903,49.07565973
23092,2023-10-03 12:45:00,19.12,7789333.33,2.288,2023-10-03 12:45:00,20.1927619,48.27945139
23092,2023-10-03 16:45:00,21.2,12586666.67,2.464,2023-10-03 16:45:00,20.25831795,47.00159168
23092,2023-10-03 20:45:00,22.4,15813333.33,2.232,2023-10-03 20:45:00,20.0557723,49.4972496
23092,2023-10-04 07:15:00,31.12,50560000,2.088,2023-10-04 07:15:00,20.2872529,48.68797016
23092,2023-10-04 11:30:00,37.68,95200000,1.968,2023-10-04 11:30:00,20.15614033,50.12506835
23092,2023-10-04 15:15:00,47.44,86133333.33,1.592,2023-10-04 15:15:00,20.32901437,50.1549277
23092,2023-10-04 19:40:00,54.08,81866666.67,1.512,2023-10-04 19:45:00,20.1715126,48.12290752
