Lote;Material;Lote interno;Lote Proveedor;Qty;Fecha recepción;Fecha traslado
23131;100011;0000800204;0002384852;3225,6;24/11/23;28/11/23
23131;100012;0000780019;3178726;7872;9/8/23;29/11/23
23131;100004;0000767359;KA-APS-0304;22,4;8/6/23;23/11/23
23131;100005;0000723171;M3889;3,36;4/11/22;3/3/23
23131;100006;0000773656;C5457;6,272;6/7/23;9/10/23
23131;100007;0000782942;3159265;584,64;30/8/23;28/11/23
23131;100008;0000778472;A1682479;5,04;31/7/23;28/11/23
23131;100001;0000782646;100943;2,016;29/8/23;20/11/23
23131;100009;0000789794;0002332461;268,8;3/10/23;23/11/23
23131;100002;0000777139;K55094235;13,44;25/7/23;14/11/23
23131;100010;0000736921;0002235436;3,36;11/1/23;24/11/23
23131;100011;0000800204;0002384852;112,8;24/11/23;28/11/23
23131;100012;0000780019;3178726;551,04;9/8/23;29/11/23
23132;100001;0000782646;100943;72;29/8/23;20/11/23
23132;100002;0000777139;K55094235;72;25/7/23;14/11/23
23132;100003;0000670641;0005554998;4800;8/2/22;28/11/23
23132;100004;0000738405;2445946;316,8;19/1/23;23/11/23
23132;100005;0000723171;M3889;96;4/11/22;3/3/23
23132;100006;0000773656;C5457;178,4;6/7/23;9/10/23
23132;100007;0000782942;3159265;8352;30/8/23;28/11/23
23132;100008;0000778472;A1682479;144,8;31/7/23;28/11/23
23132;100001;0000782646;100943;57,6;29/8/23;20/11/23
23132;100009;0000789794;0002332461;7684,8;3/10/23;1/12/23
23132;100002;0000777139;K55094235;384,8;25/7/23;14/11/23
23132;100010;0000736921;0002235436;96,8;11/1/23;24/11/23
23132;100011;0000800204;0002384852;3200;24/11/23;28/11/23
23132;100012;0000780019;3178726;7872;9/8/23;1/12/23
23132;100004;0000738405;2445946;38,4;19/1/23;23/11/23
23132;100005;0000723171;M3889;5,792;4/11/22;3/3/23
23132;100006;0000773656;C5457;10,76;6/7/23;9/10/23
23132;100007;0000782942;3159265;1002,384;30/8/23;28/11/23
23132;100008;0000778472;A1682479;8,632;31/7/23;28/11/23
23132;100001;0000782646;100943;3,48;29/8/23;20/11/23
23132;100009;0000789794;0002332461;461,8;3/10/23;23/11/23
23132;100002;0000777139;K55094235;23,072;25/7/23;14/11/23
23132;100010;0000736921;0002235436;5,808;11/1/23;24/11/23
23132;100011;0000800204;0002384852;192,712;24/11/23;28/11/23
23132;100012;0000780019;3178726;944,448;9/8/23;29/11/23
23133;100001;0000782646;100943;72;29/8/23;20/11/23
23133;100002;0000777139;K55094235;72;25/7/23;14/11/23
23133;100003;0000670641;0005554998;4800;8/2/22;28/11/23
23133;100004;0000767359;KA-APS-0304;316,8;8/6/23;23/11/23
23133;100005;0000723171;M3889;96,48;4/11/22;3/3/23
23133;100006;0000773656;C5457;177,12;6/7/23;9/10/23
23133;100007;0000782942;3159265;8352;30/8/23;28/11/23
23133;100008;0000778472;A1682479;144,32;31/7/23;28/11/23
23133;100001;0000782646;100943;58,04;29/8/23;20/11/23
23133;100009;0000789794;0002332461;7680;3/10/23;1/12/23
23133;100002;0000777139;K55094235;383,2;25/7/23;14/11/23
23133;100010;0000736921;0002235436;96,08;11/1/23;24/11/23
23133;100011;0000800204;0002384852;3192;24/11/23;28/11/23
23133;100012;0000780019;3178726;7872;9/8/23;1/12/23
23133;100004;0000738405;2445946;38,4;19/1/23;23/11/23
23133;100005;0000723171;M3889;5,792;4/11/22;3/3/23
23133;100006;0000773656;C5457;10,76;6/7/23;9/10/23
23133;100007;0000782942;3159265;1002,384;30/8/23;28/11/23
23133;100008;0000778472;A1682479;8,632;31/7/23;28/11/23
23133;100001;0000782646;100943;3,48;29/8/23;20/11/23
23133;100009;0000789794;0002332461;461,8;3/10/23;23/11/23
23133;100002;0000777139;K55094235;23,072;25/7/23;14/11/23
23133;100010;0000736921;0002235436;5,808;11/1/23;24/11/23
23133;100011;0000800204;0002384852;192,712;24/11/23;28/11/23
23133;100012;0000780019;3178726;944,448;9/8/23;29/11/23
23134;100001;0000782646;100943;72;29/8/23;20/11/23
23134;100002;0000777139;K55094235;72;25/7/23;14/11/23
23134;100001;0000767413;100977;72,048;8/6/23;20/11/23
23134;100002;0000777139;K55094235;72,144;25/7/23;14/11/23
23134;100003;0000670641;0005554998;4800;8/2/22;23/11/23
23134;100004;0000738405;2445946;268;19/1/23;23/11/23
23134;100004;0000738385;2445950;52;19/1/23;16/11/23
23134;100005;0000723171;M3889;96,072;4/11/22;3/3/23
23134;100006;0000773656;C5457;177,648;6/7/23;9/10/23
23134;100007;0000782942;3159265;8000;30/8/23;23/11/23
23134;100007;0000778649;3159265;352;1/8/23;24/11/23
23134;100008;0000778472;A1682479;144,464;31/7/23;14/11/23
23134;100001;0000767413;100977;57,96;8/6/23;20/11/23
23134;100009;0000789794;0002332461;7680;3/10/23;23/11/23
23134;100002;0000777139;K55094235;384;25/7/23;14/11/23
23134;100010;0000736921;0002235436;96,288;11/1/23;24/11/23
23134;100011;0000737873;0002246451;3200;17/1/23;22/11/23
23134;100012;0000780018;3178726;7872;9/8/23;24/11/23
23134;100004;0000738385;2445950;51,2;19/1/23;16/11/23
23134;100005;0000723171;M3889;7,68;4/11/22;3/3/23
23134;100006;0000773656;C5457;14,336;6/7/23;9/10/23
23134;100007;0000778649;3159265;1336;1/8/23;15/11/23
23134;100008;0000760365;A1682379;11,6;5/5/23;25/10/23
23134;100001;0000782646;100943;4,608;29/8/23;20/11/23
23134;100009;0000783722;0002327476;614,4;4/9/23;13/11/23
23134;100002;0000777139;K55094235;30,72;25/7/23;14/11/23
23134;100010;0000736921;0002235436;7,68;11/1/23;7/7/23
23134;100011;0000775441;0002327424;256;14/7/23;17/11/23
23134;100012;0000780018;3178726;1259,2;9/8/23;17/11/23
23134;100003;0000670641;0005554998;4800;8/2/22;28/11/23
23134;100004;0000738405;2445946;316,8;19/1/23;23/11/23
23134;100005;0000723171;M3889;96;4/11/22;3/3/23
23134;100006;0000773656;C5457;177,588;6/7/23;9/10/23
23134;100007;0000782942;3159265;8154,872;30/8/23;28/11/23
23134;100007;0000778649;3159265;197,128;1/8/23;24/11/23
23134;100008;0000778472;A1682479;144,024;31/7/23;28/11/23
23134;100001;0000782646;100943;57,6;29/8/23;20/11/23
23134;100009;0000789794;0002332461;7680,8;3/10/23;23/11/23
23134;100002;0000777139;K55094235;384;25/7/23;14/11/23
23134;100010;0000736921;0002235436;96,408;11/1/23;24/11/23
23134;100011;0000784574;0002350933;1943,3184;7/9/23;23/11/23
23134;100011;0000800204;0002384852;1255,9776;24/11/23;28/11/23
23134;100012;0000780019;3178726;7872;9/8/23;29/11/23
23135;100001;0000782646;100943;72;29/8/23;20/11/23
23135;100002;0000777139;K55094235;72;25/7/23;14/11/23
23135;100001;0000767413;100977;72,056;8/6/23;20/11/23
23135;100002;0000777139;K55094235;72,096;25/7/23;14/11/23
23135;100003;0000670641;0005554998;4800;8/2/22;23/11/23
23135;100004;0000738385;2445950;320;19/1/23;16/11/23
23135;100005;0000723171;M3889;95,704;4/11/22;3/3/23
23135;100006;0000773656;C5457;177,648;6/7/23;9/10/23
23135;100007;0000782942;3159265;8000;30/8/23;23/11/23
23135;100007;0000778649;3159265;352;1/8/23;15/11/23
23135;100008;0000778472;A1682479;144,896;31/7/23;14/11/23
23135;100001;0000782646;100943;57,92;29/8/23;20/11/23
23135;100009;0000789794;0002332461;4305,128;3/10/23;23/11/23
23135;100009;0000783722;0002327476;3374,872;4/9/23;13/11/23
23135;100002;0000777139;K55094235;383,688;25/7/23;14/11/23
23135;100010;0000736921;0002235436;95,744;11/1/23;7/7/23
23135;100011;0000737873;0002246451;2623,9776;17/1/23;22/11/23
23135;100011;0000784574;0002350933;576,0224;7/9/23;23/11/23
23135;100012;0000780018;3178726;7872;9/8/23;17/11/23
23135;100004;0000738385;2445950;51,2;19/1/23;16/11/23
23135;100005;0000723171;M3889;7,68;4/11/22;3/3/23
23135;100006;0000773656;C5457;14,336;6/7/23;9/10/23
23135;100007;0000778649;3159265;1336;1/8/23;15/11/23
23135;100008;0000760365;A1682379;11,6;5/5/23;25/10/23
23135;100001;0000782646;100943;4,608;29/8/23;20/11/23
23135;100009;0000783722;0002327476;614,4;4/9/23;13/11/23
23135;100002;0000777139;K55094235;30,72;25/7/23;14/11/23
23135;100010;0000736921;0002235436;7,68;11/1/23;7/7/23
23135;100011;0000775441;0002327424;256;14/7/23;17/11/23
23135;100012;0000780018;3178726;1259,2;9/8/23;17/11/23
23135;100003;0000670641;0005554998;4800;8/2/22;28/11/23
23135;100004;0000738405;2445946;316,8;19/1/23;23/11/23
23135;100005;0000723171;M3889;96,8;4/11/22;3/3/23
23135;100006;0000773656;C5457;176,8;6/7/23;9/10/23
23135;100007;0000782942;3159265;8352;30/8/23;28/11/23
23135;100008;0000778472;A1682479;144,8;31/7/23;28/11/23
23135;100001;0000782646;100943;57,6;29/8/23;20/11/23
23135;100009;0000789794;0002332461;7681,6;3/10/23;23/11/23
23135;100002;0000777139;K55094235;385,6;25/7/23;14/11/23
23135;100010;0000736921;0002235436;96,8;11/1/23;24/11/23
23135;100011;0000800204;0002384852;3200;24/11/23;28/11/23
23135;100012;0000780019;3178726;7872;9/8/23;29/11/23
23136;100001;0000782646;100943;76,8;29/8/23;18/12/23
23136;100002;0000676155;K53821835;76,8;7/3/22;6/12/23
23136;100003;0000670641;0005554998;4800;8/2/22;14/12/23
23136;100004;0000738405;2445946;276,4;19/1/23;23/11/23
23136;100004;0000767359;KA-APS-0304;43,6;8/6/23;23/11/23
23136;100005;0000723171;M3889;96;4/11/22;3/3/23
23136;100006;0000773656;C5457;178,4;6/7/23;9/10/23
23136;100007;0000782942;3159265;8352;30/8/23;13/12/23
23136;100008;0000778472;A1682479;144,8;31/7/23;28/11/23
23136;100001;0000782646;100943;57,92;29/8/23;13/12/23
23136;100009;0000789794;0002332461;7680,8;3/10/23;1/12/23
23136;100002;0000676155;K53821835;386,4;7/3/22;6/12/23
23136;100010;0000736921;0002235436;96,8;11/1/23;24/11/23
23136;100011;0000800204;0002384852;3200;24/11/23;28/11/23
23136;100012;0000780020;3178726;7872;9/8/23;13/12/23
23136;100004;0000767359;KA-APS-0304;43,6;8/6/23;23/11/23
23136;100004;0000738405;2445946;4,4;19/1/23;23/11/23
23136;100005;0000723171;M3889;7,2;4/11/22;3/3/23
23136;100006;0000773656;C5457;13,44;6/7/23;9/10/23
23136;100007;0000782942;3159265;1253,256;30/8/23;13/12/23
23136;100008;0000778472;A1682479;10,88;31/7/23;28/11/23
23136;100001;0000782646;100943;4,32;29/8/23;13/12/23
23136;100009;0000789794;0002332461;576;3/10/23;1/12/23
23136;100002;0000676155;K53821835;28,8;7/3/22;6/12/23
23136;100010;0000736921;0002235436;7,2;11/1/23;24/11/23
23136;100011;0000800204;0002384852;240;24/11/23;28/11/23
23136;100012;0000780019;3178726;1180,8;9/8/23;11/12/23
23137;100001;0000782646;100943;72;29/8/23;18/12/23
23137;100002;0000777139;K55094235;72;25/7/23;14/11/23
23137;100003;0000670641;0005554998;4800;8/2/22;14/12/23
23137;100004;0000738387;2428938;320;19/1/23;14/12/23
23137;100005;0000723171;M3889;96,32;4/11/22;3/3/23
23137;100006;0000773656;C5457;178;6/7/23;9/10/23
23137;100007;0000782942;3159265;8352;30/8/23;13/12/23
23137;100008;0000778472;A1682479;144;31/7/23;28/11/23
23137;100001;0000782646;100943;57,6;29/8/23;13/12/23
23137;100009;0000789794;0002332461;7664;3/10/23;15/12/23
23137;100002;0000676155;K53821835;384;7/3/22;6/12/23
23137;100010;0000736921;0002235436;96;11/1/23;24/11/23
23137;100011;0000800204;0002384852;3200;24/11/23;15/12/23
23137;100012;0000780019;3178726;7732,76;9/8/23;11/12/23
23137;100012;0000780020;3178726;139,2;9/8/23;13/12/23
23137;100004;0000767359;KA-APS-0304;43,6;8/6/23;23/11/23
23137;100004;0000738405;2445946;4,4;19/1/23;23/11/23
23137;100005;0000723171;M3889;7,2;4/11/22;3/3/23
23137;100006;0000773656;C5457;13,44;6/7/23;9/10/23
23137;100007;0000782942;3159265;1253,256;30/8/23;13/12/23
23137;100008;0000778472;A1682479;10,88;31/7/23;28/11/23
23137;100001;0000782646;100943;4,32;29/8/23;13/12/23
23137;100009;0000789794;0002332461;576;3/10/23;1/12/23
23137;100002;0000676155;K53821835;28,8;7/3/22;6/12/23
23137;100010;0000736921;0002235436;7,2;11/1/23;24/11/23
23137;100011;0000800204;0002384852;240;24/11/23;28/11/23
23137;100012;0000780019;3178726;1180,8;9/8/23;11/12/23
24010;100001;0000804669;100977;72;19/12/23;22/1/24
24010;100002;0000756817;K54491535;72;18/4/23;16/1/24
24010;100003;0000677338;0005645346;4800;11/3/22;19/1/24
24010;100004;0000738441;2445953;320;19/1/23;18/1/24
24010;100005;0000723171;M3889;96;4/11/22;3/3/23
24010;100006;0000773656;C5457;177,6;6/7/23;9/1/24
24010;100007;0000782942;3159265;8352;30/8/23;19/1/24
24010;100008;0000779180;A1682479;144;3/8/23;24/1/24
24010;100001;0000804669;100977;57,6;19/12/23;22/1/24
24010;100009;0000789794;0002332461;7680;3/10/23;16/1/24
24010;100002;0000756817;K54491535;384;18/4/23;16/1/24
24010;100010;0000800462;0002322586;96;27/11/23;1/12/23
24010;100011;0000801853;0002404762;3200;4/12/23;22/1/24
24010;100012;0000789274;3178726;7872;29/9/23;15/1/24
24010;100004;0000738441;2445953;99,2;19/1/23;18/1/24
24010;100005;0000723171;M3889;14,92;4/11/22;3/3/23
24010;100006;0000773656;C5457;27,696;6/7/23;9/1/24
24010;100007;0000782942;3159265;2589,12;30/8/23;19/1/24
24010;100008;0000779180;A1682479;22,248;3/8/23;24/1/24
24010;100001;0000804669;100977;9,008;19/12/23;22/1/24
24010;100009;0000789794;0002332461;1190,072;3/10/23;16/1/24
24010;100002;0000756817;K54491535;59,76;18/4/23;16/1/24
24010;100010;0000800462;0002322586;14,968;27/11/23;1/12/23
24010;100011;0000801853;0002404762;496,568;4/12/23;22/1/24
24010;100012;0000789274;3178726;2440;29/9/23;15/1/24
24011;100001;0000782646;100943;72,36;29/8/23;18/12/23
24011;100002;0000756817;K54491535;72,192;18/4/23;16/1/24
24011;100001;0000782646;100943;72;29/8/23;18/12/23
24011;100002;0000777139;K55094235;72,64;25/7/23;8/1/24
24011;100003;0000677338;0005645346;4800;11/3/22;12/1/24
24011;100004;0000738407;2445951;220,8;19/1/23;8/1/24
24011;100004;0000738387;2428938;99,2;19/1/23;14/12/23
24011;100005;0000723171;M3889;96,8;4/11/22;3/3/23
24011;100006;0000773656;C5457;177,6;6/7/23;9/1/24
24011;100007;0000782942;3159265;8352;30/8/23;10/1/24
24011;100008;0000778472;A1682479;144,8;31/7/23;11/1/24
24011;100001;0000782646;100943;57,6;29/8/23;18/12/23
24011;100009;0000789794;0002332461;7680,8;3/10/23;8/1/24
24011;100002;0000777139;K55094235;387,2;25/7/23;8/1/24
24011;100010;0000800462;0002322586;96,8;27/11/23;1/12/23
24011;100011;0000801853;0002404762;3200;4/12/23;12/1/24
24011;100012;0000780020;3178726;7872;9/8/23;10/1/24
24011;100004;0000738408;2445952;112;19/1/23;8/1/24
24011;100005;0000723171;M3889;16,8;4/11/22;3/3/23
24011;100006;0000773656;C5457;31,36;6/7/23;9/1/24
24011;100007;0000782942;3159265;2923,2;30/8/23;10/1/24
24011;100008;0000779180;A1682479;25,2;3/8/23;16/1/24
24011;100001;0000782646;100943;10,08;29/8/23;18/12/23
24011;100009;0000789794;0002332461;1344;3/10/23;16/1/24
24011;100002;0000777139;K55094235;67,2;25/7/23;8/1/24
24011;100010;0000800462;0002322586;16,8;27/11/23;1/12/23
24011;100011;0000801853;0002404762;560,184;4/12/23;17/1/24
24011;100012;0000789274;3178726;2763,2;29/9/23;15/1/24
24011;100003;0000677338;0005645346;4800;11/3/22;12/1/24
24011;100004;0000738407;2445951;320;19/1/23;8/1/24
24011;100005;0000723171;M3889;96;4/11/22;3/3/23
24011;100006;0000773656;C5457;177,6;6/7/23;9/1/24
24011;100007;0000782942;3159265;8352;30/8/23;10/1/24
24011;100008;0000778472;A1682479;144;31/7/23;11/1/24
24011;100001;0000782646;100943;57,6;29/8/23;18/12/23
24011;100009;0000789794;0002332461;7682,4;3/10/23;16/1/24
24011;100002;0000777139;K55094235;384,56;25/7/23;8/1/24
24011;100010;0000800462;0002322586;96;27/11/23;1/12/23
24011;100011;0000801853;0002404762;3200;4/12/23;17/1/24
24011;100012;0000789274;3178726;4198,4;29/9/23;15/1/24
24011;100012;0000780020;3178726;3672,8;9/8/23;10/1/24
24012;100001;0000782646;100943;71,72;29/8/23;18/12/23
24012;100002;0000756817;K54491535;72;18/4/23;16/1/24
24012;100003;0000677338;0005645346;4800;11/3/22;19/1/24
24012;100004;0000738408;2445952;223,2;19/1/23;8/1/24
24012;100004;0000738407;2445951;96,8;19/1/23;8/1/24
24012;100005;0000723171;M3889;96,8;4/11/22;3/3/23
24012;100006;0000773656;C5457;177,6;6/7/23;9/1/24
24012;100007;0000782942;3159265;8352;30/8/23;19/1/24
24012;100008;0000779180;A1682479;144;3/8/23;16/1/24
24012;100001;0000782646;100943;57,6;29/8/23;18/12/23
24012;100009;0000789794;0002332461;7680;3/10/23;16/1/24
24012;100002;0000777139;K55094235;380,8;25/7/23;8/1/24
24012;100010;0000800462;0002322586;96;27/11/23;1/12/23
24012;100011;0000801853;0002404762;3202,4;4/12/23;19/1/24
24012;100012;0000789274;3178726;7872,8;29/9/23;15/1/24
24012;100004;0000738408;2445952;112;19/1/23;8/1/24
24012;100005;0000723171;M3889;16,8;4/11/22;3/3/23
24012;100006;0000773656;C5457;31,36;6/7/23;9/1/24
24012;100007;0000782942;3159265;2923,2;30/8/23;10/1/24
24012;100008;0000779180;A1682479;25,2;3/8/23;16/1/24
24012;100001;0000782646;100943;10,08;29/8/23;18/12/23
24012;100009;0000789794;0002332461;1344;3/10/23;16/1/24
24012;100002;0000777139;K55094235;67,2;25/7/23;8/1/24
24012;100010;0000800462;0002322586;16,8;27/11/23;1/12/23
24012;100011;0000801853;0002404762;560,184;4/12/23;17/1/24
24012;100012;0000789274;3178726;2763,2;29/9/23;15/1/24
24014;100001;0000804669;100977;72,384;19/12/23;22/1/24
24014;100002;0000676155;K53821835;72,2;7/3/22;7/2/24
24014;100003;0000677338;0005645346;4800;11/3/22;5/2/24
24014;100004;0000738444;2463784;320;19/1/23;24/1/24
24014;100005;0000723171;M3889;96;4/11/22;30/1/24
24014;100006;0000676218;C4837;177,6;7/3/22;1/2/24
24014;100007;0000801438;3159265;8352;30/11/23;9/2/24
24014;100008;0000779180;A1682479;144,88;3/8/23;24/1/24
24014;100001;0000804669;100977;57,68;19/12/23;9/2/24
24014;100009;0000812188;0002438496;4808;30/1/24;7/2/24
24014;100009;0000789794;0002332461;2872,7688;3/10/23;29/1/24
24014;100002;0000676155;K53821835;384,888;7/3/22;7/2/24
24014;100010;0000800462;0002322586;96,8;27/11/23;1/12/23
24014;100011;0000801853;0002404762;3200;4/12/23;29/1/24
24014;100012;0000780020;3178726;7872;9/8/23;5/2/24
24014;100004;0000738444;2463784;38,4;19/1/23;24/1/24
24014;100005;0000723171;M3889;5,76;4/11/22;30/1/24
24014;100006;0000773656;C5457;10,8;6/7/23;2/2/24
24014;100007;0000801438;3159265;1002,24;30/11/23;5/2/24
24014;100008;0000779180;A1682479;8,616;3/8/23;24/1/24
24014;100001;0000804669;100977;3,48;19/12/23;22/1/24
24014;100009;0000789794;0002332461;463,784;3/10/23;29/1/24
24014;100002;0000676155;K53821835;23,04;7/3/22;7/2/24
24014;100010;0000800462;0002322586;5,776;27/11/23;1/12/23
24014;100011;0000801853;0002404762;191,92;4/12/23;29/1/24
24014;100012;0000780020;3178726;944,64;9/8/23;5/2/24
24015;100001;0000804669;100977;72,056;19/12/23;22/1/24
24015;100002;0000676155;K53821835;72,104;7/3/22;7/2/24
24015;100003;0000677338;0005645346;4800;11/3/22;19/1/24
24015;100004;0000738441;2445953;160;19/1/23;18/1/24
24015;100004;0000738408;2445952;160;19/1/23;8/1/24
24015;100005;0000723171;M3889;96;4/11/22;3/3/23
24015;100006;0000773656;C5457;178,32;6/7/23;9/1/24
24015;100007;0000782942;3159265;8352;30/8/23;19/1/24
24015;100008;0000779180;A1682479;144;3/8/23;24/1/24
24015;100001;0000804669;100977;57,6;19/12/23;22/1/24
24015;100009;0000789794;0002332461;7680;3/10/23;16/1/24
24015;100002;0000756817;K54491535;384;18/4/23;16/1/24
24015;100010;0000800462;0002322586;96;27/11/23;1/12/23
24015;100011;0000801853;0002404762;3200,08;4/12/23;22/1/24
24015;100012;0000789274;3178726;7872;29/9/23;15/1/24
24016;100001;0000804669;100977;76,8;19/12/23;22/1/24
24016;100002;0000756817;K54491535;76,8;18/4/23;16/1/24
24016;100001;0000782646;100943;72;29/8/23;18/12/23
24016;100002;0000777139;K55094235;72;25/7/23;8/1/24
24016;100003;0000677338;0005645346;4800;11/3/22;10/1/24
24016;100004;0000738407;2445951;320;19/1/23;8/1/24
24016;100005;0000723171;M3889;96,432;4/11/22;3/3/23
24016;100006;0000773656;C5457;177,768;6/7/23;9/1/24
24016;100007;0000782942;3159265;8352;30/8/23;10/1/24
24016;100008;0000778472;A1682479;144,008;31/7/23;11/1/24
24016;100001;0000782646;100943;57,944;29/8/23;18/12/23
24016;100009;0000789794;0002332461;7680;3/10/23;8/1/24
24016;100002;0000777139;K55094235;384,984;25/7/23;8/1/24
24016;100010;0000800462;0002322586;96,272;27/11/23;1/12/23
24016;100011;0000800204;0002384852;3200,024;24/11/23;15/12/23
24016;100012;0000780020;3178726;7872;9/8/23;10/1/24
24016;100004;0000738408;2445952;112;19/1/23;8/1/24
24016;100005;0000723171;M3889;16,8;4/11/22;3/3/23
24016;100006;0000773656;C5457;31,36;6/7/23;9/1/24
24016;100007;0000782942;3159265;2923,2;30/8/23;10/1/24
24016;100008;0000779180;A1682479;25,2;3/8/23;16/1/24
24016;100001;0000782646;100943;10,08;29/8/23;18/12/23
24016;100009;0000789794;0002332461;1344;3/10/23;16/1/24
24016;100002;0000777139;K55094235;67,2;25/7/23;8/1/24
24016;100010;0000800462;0002322586;16,8;27/11/23;1/12/23
24016;100011;0000801853;0002404762;560,184;4/12/23;17/1/24
24016;100012;0000789274;3178726;2763,2;29/9/23;15/1/24
24016;100003;0000677338;0005645346;4800;11/3/22;19/1/24
24016;100004;0000738441;2445953;320;19/1/23;18/1/24
24016;100005;0000723171;M3889;96;4/11/22;3/3/23
24016;100006;0000773656;C5457;177,6;6/7/23;9/1/24
24016;100007;0000782942;3159265;8352;30/8/23;19/1/24
24016;100008;0000779180;A1682479;144;3/8/23;16/1/24
24016;100001;0000782646;100943;57,6;29/8/23;18/12/23
24016;100009;0000789794;0002332461;7680;3/10/23;16/1/24
24016;100002;0000756817;K54491535;368,72;18/4/23;16/1/24
24016;100002;0000777139;K55094235;15,256;25/7/23;8/1/24
24016;100010;0000800462;0002322586;96;27/11/23;1/12/23
24016;100011;0000801853;0002404762;3200;4/12/23;22/1/24
24016;100012;0000789274;3178726;7872;29/9/23;15/1/24
24017;100001;0000782646;100943;72,184;29/8/23;18/12/23
24017;100002;0000756817;K54491535;72,264;18/4/23;16/1/24
24017;100001;0000782646;100943;72;29/8/23;18/12/23
24017;100002;0000777139;K55094235;72;25/7/23;8/1/24
24017;100003;0000677338;0005645346;4800;11/3/22;19/1/24
24017;100004;0000738407;2445951;316,8;19/1/23;8/1/24
24017;100005;0000723171;M3889;96;4/11/22;3/3/23
24017;100006;0000773656;C5457;178,4;6/7/23;9/1/24
24017;100007;0000782942;3159265;8352;30/8/23;19/1/24
24017;100008;0000779180;A1682479;133,352;3/8/23;16/1/24
24017;100008;0000778472;A1682479;10,648;31/7/23;11/1/24
24017;100001;0000782646;100943;57,6;29/8/23;18/12/23
24017;100009;0000789794;0002332461;7688;3/10/23;16/1/24
24017;100002;0000777139;K55094235;384,8;25/7/23;8/1/24
24017;100010;0000800462;0002322586;96,8;27/11/23;1/12/23
24017;100011;0000801853;0002404762;3200;4/12/23;19/1/24
24017;100012;0000789274;3178726;7873,6;29/9/23;15/1/24
24017;100004;0000738408;2445952;112;19/1/23;8/1/24
24017;100005;0000723171;M3889;16,8;4/11/22;3/3/23
24017;100006;0000773656;C5457;31,36;6/7/23;9/1/24
24017;100007;0000782942;3159265;2923,2;30/8/23;10/1/24
24017;100008;0000779180;A1682479;25,2;3/8/23;16/1/24
24017;100001;0000782646;100943;10,08;29/8/23;18/12/23
24017;100009;0000789794;0002332461;1344;3/10/23;16/1/24
24017;100002;0000777139;K55094235;67,2;25/7/23;8/1/24
24017;100010;0000800462;0002322586;16,8;27/11/23;1/12/23
24017;100011;0000801853;0002404762;560,184;4/12/23;17/1/24
24017;100012;0000789274;3178726;2763,2;29/9/23;15/1/24
24017;100003;0000677338;0005645346;4800;11/3/22;19/1/24
24017;100004;0000738441;2445953;320;19/1/23;18/1/24
24017;100005;0000723171;M3889;96;4/11/22;3/3/23
24017;100006;0000773656;C5457;177,776;6/7/23;9/1/24
24017;100007;0000782942;3159265;8352;30/8/23;19/1/24
24017;100008;0000779180;A1682479;144;3/8/23;16/1/24
24017;100001;0000782646;100943;58,08;29/8/23;18/12/23
24017;100009;0000789794;0002332461;7680;3/10/23;16/1/24
24017;100002;0000777139;K55094235;384,24;25/7/23;8/1/24
24017;100010;0000800462;0002322586;96,08;27/11/23;1/12/23
24017;100011;0000801853;0002404762;3200;4/12/23;22/1/24
24017;100012;0000789274;3178726;7872;29/9/23;15/1/24
24020;100001;0000804669;100977;72;19/12/23;22/1/24
24020;100002;0000756817;K54491535;72,16;18/4/23;16/1/24
24020;100003;0000677338;0005645346;4800;11/3/22;26/1/24
24020;100004;0000738408;2445952;320;19/1/23;8/1/24
24020;100005;0000723171;M3889;95,728;4/11/22;3/3/23
24020;100006;0000773656;C5457;177,48;6/7/23;9/1/24
24020;100007;0000782942;3159265;8355,52;30/8/23;19/1/24
24020;100008;0000779180;A1682479;143,52;3/8/23;24/1/24
24020;100001;0000804669;100977;57,608;19/12/23;22/1/24
24020;100009;0000789794;0002332461;7680;3/10/23;16/1/24
24020;100002;0000756817;K54491535;382,032;18/4/23;16/1/24
24020;100010;0000800462;0002322586;95,616;27/11/23;1/12/23
24020;100011;0000801853;0002404762;3200,288;4/12/23;22/1/24
24020;100012;0000789274;3178726;7872;29/9/23;15/1/24
24020;100004;0000738441;2445953;99,2;19/1/23;18/1/24
24020;100005;0000723171;M3889;14,92;4/11/22;3/3/23
24020;100006;0000773656;C5457;27,696;6/7/23;9/1/24
24020;100007;0000782942;3159265;2589,12;30/8/23;19/1/24
24020;100008;0000779180;A1682479;22,248;3/8/23;24/1/24
24020;100001;0000804669;100977;9,008;19/12/23;22/1/24
24020;100009;0000789794;0002332461;1190,072;3/10/23;16/1/24
24020;100002;0000756817;K54491535;59,76;18/4/23;16/1/24
24020;100010;0000800462;0002322586;14,968;27/11/23;1/12/23
24020;100011;0000801853;0002404762;496,568;4/12/23;22/1/24
24020;100012;0000789274;3178726;2440;29/9/23;15/1/24
24021;100001;0000804669;100977;72,64;19/12/23;22/1/24
24021;100002;0000772206;K55094235;72,48;30/6/23;1/2/24
24021;100003;0000677338;0005645346;4800;11/3/22;29/1/24
24021;100004;0000738444;2463784;320;19/1/23;24/1/24
24021;100005;0000723171;M3889;96;4/11/22;30/1/24
24021;100006;0000676218;C4837;177,6;7/3/22;1/2/24
24021;100007;0000801438;3159265;8360;30/11/23;30/1/24
24021;100008;0000779180;A1682479;144;3/8/23;24/1/24
24021;100001;0000804669;100977;57,6;19/12/23;22/1/24
24021;100009;0000789794;0002332461;7680;3/10/23;29/1/24
