LOTE,MATERIAL,LOTE_INTERNO,LOTE_PROVEEDOR,QTY,FECHA_RECEPCION,FECHA_TRASLADO
23116,100005,723171,M3889,96.416,2022-11-04 00:00:00,2023-03-03 00:00:00
23116,100006,773656,C5457,177.60000000000002,2023-07-06 00:00:00,2023-10-09 00:00:00
23116,100007,778649,3159265,8000.0,2023-08-01 00:00:00,2023-11-07 00:00:00
23116,100007,763537,2202239,352.0,2023-05-19 00:00:00,2023-10-09 00:00:00
23116,100008,760365,A1682379,144.232,2023-05-05 00:00:00,2023-10-25 00:00:00
23116,100001,767413,100977,57.728,2023-06-08 00:00:00,2023-11-02 00:00:00
23116,100009,783722,0002327476,7680.48,2023-09-04 00:00:00,2023-11-06 00:00:00
23116,100002,777139,K55094235,384.0,2023-07-25 00:00:00,2023-10-30 00:00:00
23116,100010,736921,0002235436,96.344,2023-01-11 00:00:00,2023-07-07 00:00:00
23116,100011,784574,0002350933,3200.0,2023-09-07 00:00:00,2023-11-02 00:00:00
23116,100012,780017,3178726,7872.0,2023-08-09 00:00:00,2023-10-27 00:00:00
23117,100001,782646,100943,72.2,2023-08-29 00:00:00,2023-11-15 00:00:00
23117,100002,777139,K55094235,72.192,2023-07-25 00:00:00,2023-11-14 00:00:00
23117,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-10 00:00:00
23117,100004,738360,2445948,320.0,2023-01-19 00:00:00,2023-11-06 00:00:00
23117,100004,785548,KA-APS-0306,0.0,2023-09-13 00:00:00,2023-11-06 00:00:00
23117,100005,723171,M3889,95.704,2022-11-04 00:00:00,2023-03-03 00:00:00
23117,100006,773656,C5457,177.472,2023-07-06 00:00:00,2023-10-09 00:00:00
23117,100007,778649,3159265,8352.0,2023-08-01 00:00:00,2023-11-07 00:00:00
23117,100008,760365,A1682379,144.0,2023-05-05 00:00:00,2023-10-25 00:00:00
23117,100001,782646,100943,57.6,2023-08-29 00:00:00,2023-11-09 00:00:00
23117,100009,783722,0002327476,7680.0,2023-09-04 00:00:00,2023-11-13 00:00:00
23117,100002,777139,K55094235,385.28,2023-07-25 00:00:00,2023-10-30 00:00:00
23117,100010,736921,0002235436,95.648,2023-01-11 00:00:00,2023-07-07 00:00:00
23117,100011,784574,0002350933,3200.0,2023-09-07 00:00:00,2023-11-13 00:00:00
23117,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-08 00:00:00
23117,100004,785548,KA-APS-0306,44.8,2023-09-13 00:00:00,2023-11-06 00:00:00
23117,100004,738324,2445947,28.8,2023-01-19 00:00:00,2023-10-30 00:00:00
23117,100005,723171,M3889,11.072,2022-11-04 00:00:00,2023-03-03 00:00:00
23117,100006,773656,C5457,20.544,2023-07-06 00:00:00,2023-10-09 00:00:00
23117,100007,778649,3159265,1924.0,2023-08-01 00:00:00,2023-11-07 00:00:00
23117,100008,760365,A1682379,16.592,2023-05-05 00:00:00,2023-10-25 00:00:00
23117,100001,767413,100977,6.6080000000000005,2023-06-08 00:00:00,2023-11-02 00:00:00
23117,100009,783722,0002327476,883.6959999999999,2023-09-04 00:00:00,2023-11-06 00:00:00
23117,100002,777139,K55094235,44.144000000000005,2023-07-25 00:00:00,2023-10-30 00:00:00
23117,100002,772206,K55094235,0.016,2023-06-30 00:00:00,2023-10-09 00:00:00
23117,100010,736921,0002235436,11.072,2023-01-11 00:00:00,2023-07-07 00:00:00
23117,100011,784574,0002350933,368.184,2023-09-07 00:00:00,2023-11-02 00:00:00
23117,100012,780017,3178726,1818.4,2023-08-09 00:00:00,2023-10-27 00:00:00
23118,100001,782646,100943,72.0,2023-08-29 00:00:00,2023-11-20 00:00:00
23118,100002,777139,K55094235,72.0,2023-07-25 00:00:00,2023-11-14 00:00:00
23118,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-14 00:00:00
23118,100004,738385,2445950,158.4,2023-01-19 00:00:00,2023-11-16 00:00:00
23118,100004,738360,2445948,158.4,2023-01-19 00:00:00,2023-11-06 00:00:00
23118,100005,723171,M3889,96.04,2022-11-04 00:00:00,2023-03-03 00:00:00
23118,100006,773656,C5457,177.68,2023-07-06 00:00:00,2023-10-09 00:00:00
23118,100007,778649,3159265,8352.0,2023-08-01 00:00:00,2023-11-15 00:00:00
23118,100008,760365,A1682379,144.184,2023-05-05 00:00:00,2023-10-25 00:00:00
23118,100001,782646,100943,57.848000000000006,2023-08-29 00:00:00,2023-11-17 00:00:00
23118,100009,783722,0002327476,7680.8,2023-09-04 00:00:00,2023-11-13 00:00:00
23118,100002,777139,K55094235,384.592,2023-07-25 00:00:00,2023-11-14 00:00:00
23118,100010,736921,0002235436,96.672,2023-01-11 00:00:00,2023-07-07 00:00:00
23118,100011,784574,0002350933,3220.0,2023-09-07 00:00:00,2023-11-17 00:00:00
23118,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-17 00:00:00
23118,100004,738385,2445950,56.0,2023-01-19 00:00:00,2023-11-16 00:00:00
23118,100005,723171,M3889,8.448,2022-11-04 00:00:00,2023-03-03 00:00:00
23118,100006,773656,C5457,15.68,2023-07-06 00:00:00,2023-10-09 00:00:00
23118,100007,778649,3159265,1448.264,2023-08-01 00:00:00,2023-11-15 00:00:00
23118,100008,760365,A1682379,12.664,2023-05-05 00:00:00,2023-10-25 00:00:00
23118,100001,782646,100943,5.048,2023-08-29 00:00:00,2023-11-15 00:00:00
23118,100009,783722,0002327476,672.2,2023-09-04 00:00:00,2023-11-13 00:00:00
23118,100002,777139,K55094235,33.624,2023-07-25 00:00:00,2023-11-14 00:00:00
23118,100010,736921,0002235436,8.424,2023-01-11 00:00:00,2023-07-07 00:00:00
23118,100011,784574,0002350933,280.144,2023-09-07 00:00:00,2023-11-13 00:00:00
23118,100012,780018,3178726,1377.872,2023-08-09 00:00:00,2023-11-16 00:00:00
23119,100001,782646,100943,72.0,2023-08-29 00:00:00,2023-11-20 00:00:00
23119,100002,777139,K55094235,72.0,2023-07-25 00:00:00,2023-11-14 00:00:00
23119,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-14 00:00:00
23119,100004,738385,2445950,320.0,2023-01-19 00:00:00,2023-11-16 00:00:00
23119,100005,723171,M3889,96.0,2022-11-04 00:00:00,2023-03-03 00:00:00
23119,100006,773656,C5457,178.4,2023-07-06 00:00:00,2023-10-09 00:00:00
23119,100007,778649,3159265,8352.0,2023-08-01 00:00:00,2023-11-15 00:00:00
23119,100008,760365,A1682379,144.0,2023-05-05 00:00:00,2023-10-25 00:00:00
23119,100001,782646,100943,57.6,2023-08-29 00:00:00,2023-11-17 00:00:00
23119,100009,783722,0002327476,7680.0,2023-09-04 00:00:00,2023-11-13 00:00:00
23119,100002,777139,K55094235,385.6,2023-07-25 00:00:00,2023-11-14 00:00:00
23119,100010,736921,0002235436,96.8,2023-01-11 00:00:00,2023-07-07 00:00:00
23119,100011,784574,0002350933,3192.0,2023-09-07 00:00:00,2023-11-17 00:00:00
23119,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-17 00:00:00
23119,100004,738385,2445950,56.0,2023-01-19 00:00:00,2023-11-16 00:00:00
23119,100005,723171,M3889,8.448,2022-11-04 00:00:00,2023-03-03 00:00:00
23119,100006,773656,C5457,15.68,2023-07-06 00:00:00,2023-10-09 00:00:00
23119,100007,778649,3159265,1448.264,2023-08-01 00:00:00,2023-11-15 00:00:00
23119,100008,760365,A1682379,12.664,2023-05-05 00:00:00,2023-10-25 00:00:00
23119,100001,782646,100943,5.048,2023-08-29 00:00:00,2023-11-15 00:00:00
23119,100009,783722,0002327476,672.2,2023-09-04 00:00:00,2023-11-13 00:00:00
23119,100002,777139,K55094235,33.624,2023-07-25 00:00:00,2023-11-14 00:00:00
23119,100010,736921,0002235436,8.424,2023-01-11 00:00:00,2023-07-07 00:00:00
23119,100011,784574,0002350933,280.144,2023-09-07 00:00:00,2023-11-13 00:00:00
23119,100012,780018,3178726,1377.872,2023-08-09 00:00:00,2023-11-16 00:00:00
23120,100001,782646,100943,72.0,2023-08-29 00:00:00,2023-11-20 00:00:00
23120,100002,777139,K55094235,72.0,2023-07-25 00:00:00,2023-11-14 00:00:00
23120,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-14 00:00:00
23120,100004,771003,KA-APS-0305,320.0,2023-06-26 00:00:00,2023-11-06 00:00:00
23120,100005,723171,M3889,96.0,2022-11-04 00:00:00,2023-03-03 00:00:00
23120,100006,773656,C5457,177.60000000000002,2023-07-06 00:00:00,2023-10-09 00:00:00
23120,100007,782942,3159265,8000.0,2023-08-30 00:00:00,2023-11-07 00:00:00
23120,100007,778649,3159265,352.0,2023-08-01 00:00:00,2023-11-15 00:00:00
23120,100008,760365,A1682379,144.8,2023-05-05 00:00:00,2023-10-25 00:00:00
23120,100001,782646,100943,57.6,2023-08-29 00:00:00,2023-11-20 00:00:00
23120,100009,783722,0002327476,7680.0,2023-09-04 00:00:00,2023-11-13 00:00:00
23120,100002,777139,K55094235,384.8,2023-07-25 00:00:00,2023-11-14 00:00:00
23120,100010,736921,0002235436,96.8,2023-01-11 00:00:00,2023-07-07 00:00:00
23120,100011,784574,0002350933,3200.0,2023-09-07 00:00:00,2023-11-17 00:00:00
23120,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-17 00:00:00
23120,100004,738385,2445950,56.0,2023-01-19 00:00:00,2023-11-16 00:00:00
23120,100005,723171,M3889,8.448,2022-11-04 00:00:00,2023-03-03 00:00:00
23120,100006,773656,C5457,15.68,2023-07-06 00:00:00,2023-10-09 00:00:00
23120,100007,778649,3159265,1448.264,2023-08-01 00:00:00,2023-11-15 00:00:00
23120,100008,760365,A1682379,12.664,2023-05-05 00:00:00,2023-10-25 00:00:00
23120,100001,782646,100943,5.048,2023-08-29 00:00:00,2023-11-15 00:00:00
23120,100009,783722,0002327476,672.2,2023-09-04 00:00:00,2023-11-13 00:00:00
23120,100002,777139,K55094235,33.624,2023-07-25 00:00:00,2023-11-14 00:00:00
23120,100010,736921,0002235436,8.424,2023-01-11 00:00:00,2023-07-07 00:00:00
23120,100011,784574,0002350933,280.144,2023-09-07 00:00:00,2023-11-13 00:00:00
23120,100012,780018,3178726,1377.872,2023-08-09 00:00:00,2023-11-16 00:00:00
23121,100001,782646,100943,72.0,2023-08-29 00:00:00,2023-11-20 00:00:00
23121,100002,777139,K55094235,72.0,2023-07-25 00:00:00,2023-11-14 00:00:00
23121,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-14 00:00:00
23121,100004,738385,2445950,320.0,2023-01-19 00:00:00,2023-11-16 00:00:00
23121,100005,723171,M3889,96.0,2022-11-04 00:00:00,2023-03-03 00:00:00
23121,100006,773656,C5457,177.69600000000003,2023-07-06 00:00:00,2023-10-09 00:00:00
23121,100007,778649,3159265,8352.0,2023-08-01 00:00:00,2023-11-15 00:00:00
23121,100008,760365,A1682379,143.808,2023-05-05 00:00:00,2023-10-25 00:00:00
23121,100001,782646,100943,57.48,2023-08-29 00:00:00,2023-11-20 00:00:00
23121,100009,783722,0002327476,7680.0,2023-09-04 00:00:00,2023-11-13 00:00:00
23121,100002,777139,K55094235,383.376,2023-07-25 00:00:00,2023-11-14 00:00:00
23121,100010,736921,0002235436,95.808,2023-01-11 00:00:00,2023-07-07 00:00:00
23121,100011,784574,0002350933,3200.0,2023-09-07 00:00:00,2023-11-17 00:00:00
23121,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-17 00:00:00
23121,100004,771003,KA-APS-0305,25.6,2023-06-26 00:00:00,2023-11-06 00:00:00
23121,100005,723171,M3889,3.864,2022-11-04 00:00:00,2023-03-03 00:00:00
23121,100006,773656,C5457,7.168000000000001,2023-07-06 00:00:00,2023-10-09 00:00:00
23121,100007,778649,3159265,669.6,2023-08-01 00:00:00,2023-11-15 00:00:00
23121,100008,760365,A1682379,5.776,2023-05-05 00:00:00,2023-10-25 00:00:00
23121,100001,782646,100943,2.3120000000000003,2023-08-29 00:00:00,2023-11-15 00:00:00
23121,100009,783722,0002327476,307.272,2023-09-04 00:00:00,2023-11-13 00:00:00
23121,100002,777139,K55094235,15.232,2023-07-25 00:00:00,2023-11-14 00:00:00
23121,100010,736921,0002235436,3.808,2023-01-11 00:00:00,2023-07-07 00:00:00
23121,100011,784574,0002350933,127.568,2023-09-07 00:00:00,2023-11-13 00:00:00
23121,100012,780018,3178726,628.0,2023-08-09 00:00:00,2023-11-16 00:00:00
23122,100001,782646,100943,72.0,2023-08-29 00:00:00,2023-11-15 00:00:00
23122,100002,777139,K55094235,71.968,2023-07-25 00:00:00,2023-11-14 00:00:00
23122,100001,782646,100943,71.976,2023-08-29 00:00:00,2023-11-09 00:00:00
23122,100002,777139,K55094235,72.20800000000001,2023-07-25 00:00:00,2023-11-14 00:00:00
23122,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-10 00:00:00
23122,100004,738360,2445948,440.0,2023-01-19 00:00:00,2023-11-06 00:00:00
23122,100005,723171,M3889,96.056,2022-11-04 00:00:00,2023-03-03 00:00:00
23122,100006,773656,C5457,177.69600000000003,2023-07-06 00:00:00,2023-10-09 00:00:00
23122,100007,778649,3159265,8352.0,2023-08-01 00:00:00,2023-11-07 00:00:00
23122,100008,760365,A1682379,144.144,2023-05-05 00:00:00,2023-10-25 00:00:00
23122,100001,782646,100943,57.616,2023-08-29 00:00:00,2023-11-09 00:00:00
23122,100009,783722,0002327476,7680.0,2023-09-04 00:00:00,2023-11-06 00:00:00
23122,100002,777139,K55094235,384.072,2023-07-25 00:00:00,2023-10-30 00:00:00
23122,100010,736921,0002235436,96.296,2023-01-11 00:00:00,2023-07-07 00:00:00
23122,100011,784574,0002350933,3201.2560000000003,2023-09-07 00:00:00,2023-11-02 00:00:00
23122,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-08 00:00:00
23122,100004,785548,KA-APS-0306,44.8,2023-09-13 00:00:00,2023-11-06 00:00:00
23122,100004,738324,2445947,28.8,2023-01-19 00:00:00,2023-10-30 00:00:00
23122,100005,723171,M3889,11.072,2022-11-04 00:00:00,2023-03-03 00:00:00
23122,100006,773656,C5457,20.544,2023-07-06 00:00:00,2023-10-09 00:00:00
23122,100007,778649,3159265,1924.0,2023-08-01 00:00:00,2023-11-07 00:00:00
23122,100008,760365,A1682379,16.592,2023-05-05 00:00:00,2023-10-25 00:00:00
23122,100001,767413,100977,6.6080000000000005,2023-06-08 00:00:00,2023-11-02 00:00:00
23122,100009,783722,0002327476,883.6959999999999,2023-09-04 00:00:00,2023-11-06 00:00:00
23122,100002,777139,K55094235,44.144000000000005,2023-07-25 00:00:00,2023-10-30 00:00:00
23122,100002,772206,K55094235,0.016,2023-06-30 00:00:00,2023-10-09 00:00:00
23122,100010,736921,0002235436,11.072,2023-01-11 00:00:00,2023-07-07 00:00:00
23122,100011,784574,0002350933,368.184,2023-09-07 00:00:00,2023-11-02 00:00:00
23122,100012,780017,3178726,1818.4,2023-08-09 00:00:00,2023-10-27 00:00:00
23122,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-14 00:00:00
23122,100004,785548,KA-APS-0306,316.8,2023-09-13 00:00:00,2023-11-06 00:00:00
23122,100005,723171,M3889,96.0,2022-11-04 00:00:00,2023-03-03 00:00:00
23122,100006,773656,C5457,177.60000000000002,2023-07-06 00:00:00,2023-10-09 00:00:00
23122,100007,778649,3159265,8352.0,2023-08-01 00:00:00,2023-11-15 00:00:00
23122,100008,760365,A1682379,144.0,2023-05-05 00:00:00,2023-10-25 00:00:00
23122,100001,782646,100943,57.6,2023-08-29 00:00:00,2023-11-15 00:00:00
23122,100009,783722,0002327476,7680.0,2023-09-04 00:00:00,2023-11-13 00:00:00
23122,100002,777139,K55094235,384.8,2023-07-25 00:00:00,2023-11-14 00:00:00
23122,100010,736921,0002235436,96.8,2023-01-11 00:00:00,2023-07-07 00:00:00
23122,100011,784574,0002350933,3200.0,2023-09-07 00:00:00,2023-11-13 00:00:00
23122,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-08 00:00:00
23123,100001,782646,100943,72.0,2023-08-29 00:00:00,2023-11-15 00:00:00
23123,100002,777139,K55094235,72.0,2023-07-25 00:00:00,2023-11-14 00:00:00
23123,100001,782646,100943,72.704,2023-08-29 00:00:00,2023-11-09 00:00:00
23123,100002,777139,K55094235,72.69600000000001,2023-07-25 00:00:00,2023-11-14 00:00:00
23123,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-08 00:00:00
23123,100004,738360,2445948,448.0,2023-01-19 00:00:00,2023-11-06 00:00:00
23123,100005,723171,M3889,96.536,2022-11-04 00:00:00,2023-03-03 00:00:00
23123,100006,773656,C5457,177.8,2023-07-06 00:00:00,2023-10-09 00:00:00
23123,100007,778649,3159265,8352.0,2023-08-01 00:00:00,2023-11-07 00:00:00
23123,100008,760365,A1682379,144.696,2023-05-05 00:00:00,2023-10-25 00:00:00
23123,100001,782646,100943,57.83200000000001,2023-08-29 00:00:00,2023-11-09 00:00:00
23123,100009,783722,0002327476,7680.0,2023-09-04 00:00:00,2023-11-06 00:00:00
23123,100002,777139,K55094235,384.056,2023-07-25 00:00:00,2023-10-30 00:00:00
23123,100010,736921,0002235436,96.44,2023-01-11 00:00:00,2023-07-07 00:00:00
23123,100011,784574,0002350933,3199.6000000000004,2023-09-07 00:00:00,2023-11-02 00:00:00
23123,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-08 00:00:00
23123,100004,785548,KA-APS-0306,44.8,2023-09-13 00:00:00,2023-11-06 00:00:00
23123,100004,738324,2445947,28.8,2023-01-19 00:00:00,2023-10-30 00:00:00
23123,100005,723171,M3889,11.072,2022-11-04 00:00:00,2023-03-03 00:00:00
23123,100006,773656,C5457,20.544,2023-07-06 00:00:00,2023-10-09 00:00:00
23123,100007,778649,3159265,1924.0,2023-08-01 00:00:00,2023-11-07 00:00:00
23123,100008,760365,A1682379,16.592,2023-05-05 00:00:00,2023-10-25 00:00:00
23123,100001,767413,100977,6.6080000000000005,2023-06-08 00:00:00,2023-11-02 00:00:00
23123,100009,783722,0002327476,883.6959999999999,2023-09-04 00:00:00,2023-11-06 00:00:00
23123,100002,777139,K55094235,44.144000000000005,2023-07-25 00:00:00,2023-10-30 00:00:00
23123,100002,772206,K55094235,0.016,2023-06-30 00:00:00,2023-10-09 00:00:00
23123,100010,736921,0002235436,11.072,2023-01-11 00:00:00,2023-07-07 00:00:00
23123,100011,784574,0002350933,368.184,2023-09-07 00:00:00,2023-11-02 00:00:00
23123,100012,780017,3178726,1818.4,2023-08-09 00:00:00,2023-10-27 00:00:00
23123,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-14 00:00:00
23123,100004,771003,KA-APS-0305,193.6,2023-06-26 00:00:00,2023-11-06 00:00:00
23123,100004,785548,KA-APS-0306,126.4,2023-09-13 00:00:00,2023-11-06 00:00:00
23123,100005,723171,M3889,96.0,2022-11-04 00:00:00,2023-03-03 00:00:00
23123,100006,773656,C5457,177.60000000000002,2023-07-06 00:00:00,2023-10-09 00:00:00
23123,100007,778649,3159265,8352.0,2023-08-01 00:00:00,2023-11-15 00:00:00
23123,100008,760365,A1682379,144.0,2023-05-05 00:00:00,2023-10-25 00:00:00
23123,100001,782646,100943,57.6,2023-08-29 00:00:00,2023-11-15 00:00:00
23123,100009,783722,0002327476,7680.0,2023-09-04 00:00:00,2023-11-13 00:00:00
23123,100002,777139,K55094235,384.0,2023-07-25 00:00:00,2023-11-14 00:00:00
23123,100010,736921,0002235436,96.0,2023-01-11 00:00:00,2023-07-07 00:00:00
23123,100011,784574,0002350933,3200.0,2023-09-07 00:00:00,2023-11-13 00:00:00
23123,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-08 00:00:00
23124,100001,767413,100977,72.048,2023-06-08 00:00:00,2023-11-20 00:00:00
23124,100002,777139,K55094235,72.144,2023-07-25 00:00:00,2023-11-14 00:00:00
23124,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-23 00:00:00
23124,100004,738405,2445946,268.0,2023-01-19 00:00:00,2023-11-23 00:00:00
23124,100004,738385,2445950,52.0,2023-01-19 00:00:00,2023-11-16 00:00:00
23124,100005,723171,M3889,96.072,2022-11-04 00:00:00,2023-03-03 00:00:00
23124,100006,773656,C5457,177.64800000000002,2023-07-06 00:00:00,2023-10-09 00:00:00
23124,100007,782942,3159265,8000.0,2023-08-30 00:00:00,2023-11-23 00:00:00
23124,100007,778649,3159265,352.0,2023-08-01 00:00:00,2023-11-24 00:00:00
23124,100008,778472,A1682479,144.46400000000003,2023-07-31 00:00:00,2023-11-14 00:00:00
23124,100001,767413,100977,57.96000000000001,2023-06-08 00:00:00,2023-11-20 00:00:00
23124,100009,789794,0002332461,7680.0,2023-10-03 00:00:00,2023-11-23 00:00:00
23124,100002,777139,K55094235,384.0,2023-07-25 00:00:00,2023-11-14 00:00:00
23124,100010,736921,0002235436,96.288,2023-01-11 00:00:00,2023-11-24 00:00:00
23124,100011,737873,0002246451,3200.0,2023-01-17 00:00:00,2023-11-22 00:00:00
23124,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-24 00:00:00
23124,100004,738385,2445950,51.2,2023-01-19 00:00:00,2023-11-16 00:00:00
23124,100005,723171,M3889,7.68,2022-11-04 00:00:00,2023-03-03 00:00:00
23124,100006,773656,C5457,14.336000000000002,2023-07-06 00:00:00,2023-10-09 00:00:00
23124,100007,778649,3159265,1336.0,2023-08-01 00:00:00,2023-11-15 00:00:00
23124,100008,760365,A1682379,11.6,2023-05-05 00:00:00,2023-10-25 00:00:00
23124,100001,782646,100943,4.608,2023-08-29 00:00:00,2023-11-20 00:00:00
23124,100009,783722,0002327476,614.4000000000001,2023-09-04 00:00:00,2023-11-13 00:00:00
23124,100002,777139,K55094235,30.72,2023-07-25 00:00:00,2023-11-14 00:00:00
23124,100010,736921,0002235436,7.68,2023-01-11 00:00:00,2023-07-07 00:00:00
23124,100011,775441,0002327424,256.0,2023-07-14 00:00:00,2023-11-17 00:00:00
23124,100012,780018,3178726,1259.2,2023-08-09 00:00:00,2023-11-17 00:00:00
23125,100001,767413,100977,72.056,2023-06-08 00:00:00,2023-11-20 00:00:00
23125,100002,777139,K55094235,72.096,2023-07-25 00:00:00,2023-11-14 00:00:00
23125,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-23 00:00:00
23125,100004,738385,2445950,320.0,2023-01-19 00:00:00,2023-11-16 00:00:00
23125,100005,723171,M3889,95.704,2022-11-04 00:00:00,2023-03-03 00:00:00
23125,100006,773656,C5457,177.64800000000002,2023-07-06 00:00:00,2023-10-09 00:00:00
23125,100007,782942,3159265,8000.0,2023-08-30 00:00:00,2023-11-23 00:00:00
23125,100007,778649,3159265,352.0,2023-08-01 00:00:00,2023-11-15 00:00:00
23125,100008,778472,A1682479,144.89600000000002,2023-07-31 00:00:00,2023-11-14 00:00:00
23125,100001,782646,100943,57.92000000000001,2023-08-29 00:00:00,2023-11-20 00:00:00
23125,100009,789794,0002332461,4305.128,2023-10-03 00:00:00,2023-11-23 00:00:00
23125,100009,783722,0002327476,3374.8720000000003,2023-09-04 00:00:00,2023-11-13 00:00:00
23125,100002,777139,K55094235,383.6880000000001,2023-07-25 00:00:00,2023-11-14 00:00:00
23125,100010,736921,0002235436,95.744,2023-01-11 00:00:00,2023-07-07 00:00:00
23125,100011,737873,0002246451,2623.9776,2023-01-17 00:00:00,2023-11-22 00:00:00
23125,100011,784574,0002350933,576.0224000000001,2023-09-07 00:00:00,2023-11-23 00:00:00
23125,100012,780018,3178726,7872.0,2023-08-09 00:00:00,2023-11-17 00:00:00
23125,100004,738385,2445950,51.2,2023-01-19 00:00:00,2023-11-16 00:00:00
23125,100005,723171,M3889,7.68,2022-11-04 00:00:00,2023-03-03 00:00:00
23125,100006,773656,C5457,14.336000000000002,2023-07-06 00:00:00,2023-10-09 00:00:00
23125,100007,778649,3159265,1336.0,2023-08-01 00:00:00,2023-11-15 00:00:00
23125,100008,760365,A1682379,11.6,2023-05-05 00:00:00,2023-10-25 00:00:00
23125,100001,782646,100943,4.608,2023-08-29 00:00:00,2023-11-20 00:00:00
23125,100009,783722,0002327476,614.4000000000001,2023-09-04 00:00:00,2023-11-13 00:00:00
23125,100002,777139,K55094235,30.72,2023-07-25 00:00:00,2023-11-14 00:00:00
23125,100010,736921,0002235436,7.68,2023-01-11 00:00:00,2023-07-07 00:00:00
23125,100011,775441,0002327424,256.0,2023-07-14 00:00:00,2023-11-17 00:00:00
23125,100012,780018,3178726,1259.2,2023-08-09 00:00:00,2023-11-17 00:00:00
23126,100001,782646,100943,72.64,2023-08-29 00:00:00,2023-11-20 00:00:00
23126,100002,777139,K55094235,72.72000000000001,2023-07-25 00:00:00,2023-11-14 00:00:00
23126,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-23 00:00:00
23126,100004,767359,KA-APS-0304,316.8,2023-06-08 00:00:00,2023-11-23 00:00:00
23126,100005,723171,M3889,96.8,2022-11-04 00:00:00,2023-03-03 00:00:00
23126,100006,773656,C5457,177.60000000000002,2023-07-06 00:00:00,2023-10-09 00:00:00
23126,100007,782942,3159265,8000.0,2023-08-30 00:00:00,2023-11-23 00:00:00
23126,100007,778649,3159265,352.0,2023-08-01 00:00:00,2023-11-24 00:00:00
23126,100008,778472,A1682479,144.8,2023-07-31 00:00:00,2023-11-14 00:00:00
23126,100001,767413,100977,57.6,2023-06-08 00:00:00,2023-11-20 00:00:00
23126,100009,789794,0002332461,7680.0,2023-10-03 00:00:00,2023-11-23 00:00:00
23126,100002,777139,K55094235,384.0,2023-07-25 00:00:00,2023-11-14 00:00:00
23126,100010,736921,0002235436,96.8,2023-01-11 00:00:00,2023-11-24 00:00:00
23126,100011,737873,0002246451,2904.0224,2023-01-17 00:00:00,2023-11-22 00:00:00
23126,100011,784574,0002350933,295.9776,2023-09-07 00:00:00,2023-11-23 00:00:00
23126,100012,780019,3178726,7872.0,2023-08-09 00:00:00,2023-11-23 00:00:00
23126,100004,771003,KA-APS-0305,41.6,2023-06-26 00:00:00,2023-11-06 00:00:00
23126,100004,785548,KA-APS-0306,3.2,2023-09-13 00:00:00,2023-11-06 00:00:00
23126,100005,723171,M3889,6.720000000000001,2022-11-04 00:00:00,2023-03-03 00:00:00
23126,100006,773656,C5457,12.544,2023-07-06 00:00:00,2023-10-09 00:00:00
23126,100007,778649,3159265,1168.8,2023-08-01 00:00:00,2023-11-15 00:00:00
23126,100008,778472,A1682479,10.08,2023-07-31 00:00:00,2023-11-14 00:00:00
23126,100001,782646,100943,4.032,2023-08-29 00:00:00,2023-11-20 00:00:00
23126,100009,783722,0002327476,538.4,2023-09-04 00:00:00,2023-11-13 00:00:00
23126,100002,777139,K55094235,26.880000000000003,2023-07-25 00:00:00,2023-11-14 00:00:00
23126,100010,736921,0002235436,6.720000000000001,2023-01-11 00:00:00,2023-07-07 00:00:00
23126,100011,784574,0002350933,224.0,2023-09-07 00:00:00,2023-11-17 00:00:00
23126,100012,780018,3178726,1101.6,2023-08-09 00:00:00,2023-11-17 00:00:00
23127,100001,782646,100943,72.48,2023-08-29 00:00:00,2023-11-20 00:00:00
23127,100002,777139,K55094235,72.264,2023-07-25 00:00:00,2023-11-14 00:00:00
23127,100003,670641,0005554998,4800.0,2022-02-08 00:00:00,2023-11-23 00:00:00
23127,100004,771003,KA-APS-0305,240.0,2023-06-26 00:00:00,2023-11-06 00:00:00
23127,100004,767359,KA-APS-0304,80.0,2023-06-08 00:00:00,2023-11-23 00:00:00
23127,100005,723171,M3889,96.08,2022-11-04 00:00:00,2023-03-03 00:00:00
