EQUIPO;OPERACION;ORDEN;DATEVALUE
12912;Centrifugació 2 fi;200200385;03-25-2024 14:57:33
12912;Centrifugació 1 ini;200200386;03-27-2024 08:44:57
12912;Centrifugació 1 fi;200200386;03-27-2024 12:10:22
12912;Centrifugació 2 ini;200200386;03-27-2024 13:10:40
12912;Centrifugació 2 fi;200200386;03-27-2024 14:02:37
12912;Centrifugació 1 ini;200200387;03-13-2024 11:03:21
12912;Centrifugació 1 fi;200200387;03-13-2024 14:30:55
12912;Centrifugació 2 ini;200200387;03-13-2024 15:23:43
12912;Centrifugació 2 fi;200200387;03-13-2024 17:00:12
12912;Centrifugació 1 ini;200202545;04-18-2024 06:47:44
12912;Centrifugació 1 fi;200202545;04-18-2024 10:19:47
12912;Centrifugació 2 ini;200202545;04-18-2024 11:08:08
12912;Centrifugació 2 fi;200202545;04-18-2024 12:48:30
12912;Centrifugació 1 ini;200202548;04-22-2024 08:20:24
12912;Centrifugació 1 fi;200202548;04-22-2024 11:38:01
12912;Centrifugació 2 ini;200202548;04-22-2024 12:24:04
12912;Centrifugació 2 fi;200202548;04-22-2024 14:05:00
12912;Centrifugació 1 ini;200202550;04-24-2024 08:30:28
12912;Centrifugació 1 fi;200202550;04-24-2024 11:49:54
12912;Centrifugació 2 ini;200202550;04-24-2024 12:35:41
12912;Centrifugació 2 fi;200202550;04-24-2024 14:21:31
12912;Centrifugació 1 ini;200202552;04-26-2024 10:27:46
12912;Centrifugació 1 fi;200202552;04-26-2024 13:57:10
12912;Centrifugació 2 ini;200202552;04-26-2024 14:52:57
12912;Centrifugació 2 fi;200202552;04-26-2024 16:22:41
12912;Centrifugació 1 ini;200202555;05-02-2024 06:57:00
12912;Centrifugació 1 fi;200202555;05-02-2024 10:21:00
12912;Centrifugació 2 ini;200202555;05-02-2024 11:16:00
12912;Centrifugació 2 fi;200202555;05-02-2024 12:47:00
12912;Centrifugació 1 ini;200203877;05-16-2024 06:30:23
12912;Centrifugació 1 fi;200203877;05-16-2024 09:57:10
12912;Centrifugació 2 ini;200203877;05-16-2024 10:45:08
12912;Centrifugació 2 fi;200203877;05-16-2024 12:29:45
12912;Centrifugació 1 ini;200205522;07-11-2024 07:17:00
12912;Centrifugació 1 fi;200205522;07-11-2024 10:45:00
12912;Centrifugació 2 ini;200205522;07-11-2024 11:34:00
12912;Centrifugació 2 fi;200205522;07-11-2024 13:13:00
12912;Centrifugació 1 ini;200205524;06-06-2024 07:04:00
12912;Centrifugació 1 fi;200205524;06-06-2024 10:20:00
12912;Centrifugació 2 ini;200205524;06-06-2024 11:13:00
12912;Centrifugació 2 fi;200205524;06-06-2024 13:10:00
12912;Centrifugació 1 ini;200205526;05-20-2024 07:27:38
12912;Centrifugació 1 fi;200205526;05-20-2024 10:45:06
12912;Centrifugació 2 ini;200205526;05-20-2024 11:34:05
12912;Centrifugació 2 fi;200205526;05-20-2024 13:09:30
12912;Centrifugació 1 ini;200205532;05-29-2024 08:19:01
12912;Centrifugació 1 fi;200205532;05-29-2024 11:37:47
12912;Centrifugació 2 ini;200205532;05-29-2024 12:28:24
12912;Centrifugació 2 fi;200205532;05-29-2024 14:06:02
12912;Centrifugació 1 ini;200205534;05-31-2024 08:50:57
12912;Centrifugació 1 fi;200205534;05-31-2024 12:20:00
12912;Centrifugació 2 ini;200205534;05-31-2024 13:08:43
12912;Centrifugació 2 fi;200205534;05-31-2024 14:51:34
12912;Centrifugació 1 ini;200205535;06-03-2024 07:59:00
12912;Centrifugació 1 fi;200205535;06-03-2024 11:12:00
12912;Centrifugació 2 ini;200205535;06-03-2024 12:04:00
12912;Centrifugació 2 fi;200205535;06-03-2024 13:38:00
12912;Centrifugació 1 ini;200205679;07-10-2024 07:30:00
12912;Centrifugació 1 fi;200205679;07-10-2024 07:30:00
12912;Centrifugació 2 ini;200205679;07-10-2024 11:53:00
12912;Centrifugació 2 fi;200205679;07-10-2024 13:39:00
12912;Centrifugació 1 ini;200205685;06-13-2024 06:09:41
12912;Centrifugació 1 fi;200205685;06-13-2024 09:36:45
12912;Centrifugació 2 ini;200205685;06-13-2024 10:27:13
12912;Centrifugació 2 fi;200205685;06-13-2024 12:04:30
12912;Centrifugació 1 ini;200205687;07-05-2024 07:43:00
12912;Centrifugació 1 fi;200205687;07-05-2024 11:13:00
12912;Centrifugació 2 ini;200205687;07-05-2024 12:01:00
12912;Centrifugació 2 fi;200205687;07-05-2024 13:43:00
12912;Centrifugació 1 ini;200205691;06-17-2024 10:02:16
12912;Centrifugació 1 fi;200205691;06-17-2024 13:23:12
12912;Centrifugació 2 ini;200205691;06-17-2024 14:10:12
12912;Centrifugació 2 fi;200205691;06-17-2024 16:01:48
12912;Centrifugació 1 ini;200205693;06-19-2024 08:48:53
12912;Centrifugació 1 fi;200205693;06-19-2024 11:59:00
12912;Centrifugació 2 ini;200205693;06-19-2024 12:49:47
12912;Centrifugació 2 fi;200205693;06-19-2024 14:33:48
12912;Centrifugació 1 ini;200205695;07-03-2024 07:43:00
12912;Centrifugació 1 fi;200205695;07-03-2024 11:00:00
12912;Centrifugació 2 ini;200205695;07-03-2024 11:49:00
12912;Centrifugació 2 fi;200205695;07-03-2024 13:19:00
12912;Centrifugació 1 ini;200205697;06-21-2024 06:57:42
12912;Centrifugació 1 fi;200205697;06-21-2024 10:21:24
12912;Centrifugació 2 ini;200205697;06-21-2024 11:08:21
12912;Centrifugació 2 fi;200205697;06-21-2024 12:33:17
12912;Centrifugació 1 ini;200205698;07-01-2024 06:51:00
12912;Centrifugació 1 fi;200205698;07-01-2024 10:03:00
12912;Centrifugació 2 ini;200205698;07-01-2024 10:54:00
12912;Centrifugació 2 fi;200205698;07-01-2024 12:34:00
12912;Centrifugació 1 ini;200209962;07-15-2024 08:00:20
12912;Centrifugació 1 fi;200209962;07-15-2024 11:17:43
12912;Centrifugació 2 ini;200209962;07-15-2024 12:06:11
12912;Centrifugació 2 fi;200209962;07-15-2024 13:48:32
12912;Centrifugació 1 ini;200209968;07-18-2024 07:59:58
12912;Centrifugació 1 fi;200209968;07-18-2024 11:28:38
12912;Centrifugació 2 ini;200209968;07-18-2024 12:27:17
12912;Centrifugació 2 fi;200209968;07-18-2024 14:01:51
12912;Centrifugació 1 ini;200209969;07-17-2024 08:20:47
12912;Centrifugació 1 fi;200209969;07-17-2024 11:48:39
12912;Centrifugació 2 ini;200209969;07-17-2024 12:35:07
12912;Centrifugació 2 fi;200209969;07-17-2024 14:20:40
12912;Centrifugació 1 ini;200209971;07-22-2024 07:31:50
12912;Centrifugació 1 fi;200209971;07-22-2024 11:03:11
12912;Centrifugació 2 ini;200209971;07-22-2024 11:50:43
12912;Centrifugació 2 fi;200209971;07-22-2024 13:36:12
12912;Centrifugació 1 ini;200209978;07-24-2024 06:41:35
12912;Centrifugació 1 fi;200209978;07-24-2024 10:17:10
12912;Centrifugació 2 ini;200209978;07-24-2024 11:04:44
12912;Centrifugació 2 fi;200209978;07-24-2024 12:43:33
12912;Centrifugació 1 ini;200209980;07-25-2024 07:44:43
12912;Centrifugació 1 fi;200209980;07-25-2024 11:18:25
12912;Centrifugació 2 ini;200209980;07-25-2024 12:08:37
12912;Centrifugació 2 fi;200209980;07-25-2024 13:47:25
